ID,WIDTH,HEIGHT,COPIES,PROFIT
0,487,397,6,74851
1,183,278,2,25720
2,302,358,9,59581
3,494,77,1,22329
4,394,289,7,66881
5,312,435,2,86133
6,144,300,9,20716
7,66,182,5,4083
8,86,262,2,5815
9,462,299,1,97109
10,226,322,7,31196
11,438,323,6,48591
12,371,273,1,25715
13,495,292,7,74733
14,178,319,1,35094
15,343,261,3,24382
16,244,233,2,17133
17,70,197,1,5468
18,94,357,7,11436
19,284,409,5,86022
20,137,415,2,18667
21,401,249,2,49779
22,248,396,8,54339
23,53,487,7,8904
24,403,412,7,65722
25,115,270,8,10388
26,87,449,1,15145
27,233,432,1,44326
28,475,250,4,51751
29,286,424,8,44838
30,292,412,3,49972
31,365,75,8,18110
32,371,314,5,87070
33,212,160,5,11754
34,193,359,3,51241
35,216,102,2,10087
36,99,82,4,3697
37,376,257,3,69762
38,192,88,8,12589
39,442,335,7,97189
40,415,416,3,66195
41,456,58,10,9527
42,145,57,1,4824
43,83,125,10,3309
44,51,425,2,11826
45,269,190,6,18947
46,181,246,6,32167
47,235,468,9,44928
48,60,384,3,16340
49,70,164,1,8403
50,319,444,9,89832
51,70,53,6,1971
52,51,374,9,13964
53,432,256,9,65520
54,422,287,9,55429
55,421,157,7,17771
56,97,287,9,17460
57,391,202,6,30731
58,431,300,10,91123
59,191,227,3,15938
60,308,304,6,52266
61,373,74,4,18581
62,183,463,4,29215
63,357,426,5,45551
64,142,288,1,29388
65,485,347,9,48021
66,97,267,8,8870
67,371,186,9,31826
68,235,356,10,24917
69,247,250,9,16658
70,228,369,5,40186
71,384,491,5,99144
72,304,168,5,24900
73,238,399,7,63440
74,344,361,7,65328
75,404,278,8,80224
76,369,100,4,26967
77,490,237,9,67802
78,302,423,9,80252
79,344,83,3,14298
80,215,482,7,69199
81,139,371,2,33955
82,233,465,5,46046
83,192,178,5,17722
84,299,279,3,40097
85,389,292,7,39542
86,282,479,10,38885
87,190,463,1,59981
88,353,391,3,81647
89,432,231,6,64278
90,283,207,1,42303
91,270,164,5,12776
92,250,340,5,35297
93,79,350,6,17287
94,483,60,3,7848
95,424,103,9,27108
96,283,286,3,50315
97,109,150,6,7917
98,101,464,8,23347
99,359,193,1,21285
