ID,WIDTH,HEIGHT,COPIES,PROFIT
0,154,477,8,42056
1,346,488,31,55066
2,331,293,41,59779
3,332,481,38,94076
4,275,390,41,42906
5,484,259,11,31502
6,340,389,14,90055
7,459,487,47,153160
8,94,304,9,8987
9,232,72,7,11462
10,468,187,36,42303
11,202,243,41,26091
12,380,427,41,46772
13,252,225,38,22855
14,404,298,41,46689
15,172,357,12,45666
16,480,382,5,110567
17,94,420,47,16682
18,385,264,9,49409
19,76,187,36,4762
20,240,258,8,37191
21,385,287,35,35655
22,83,408,30,16346
23,88,455,33,25080
24,466,248,44,30886
25,356,495,43,96848
26,212,129,48,15744
27,340,313,45,70674
28,443,273,31,35195
29,187,360,31,20649
30,75,419,5,18890
31,483,201,10,34026
32,211,258,50,26344
33,286,223,34,22434
34,216,153,47,15048
35,109,420,49,33826
36,268,174,23,33046
37,235,461,16,30160
38,241,239,6,32338
39,153,457,30,48740
40,96,103,48,6931
41,333,464,37,94577
42,101,212,20,8460
43,252,252,4,24891
44,317,322,32,43694
45,354,243,4,25558
46,275,460,15,42475
47,253,325,30,24562
48,456,301,20,51325
49,250,331,35,33371
