ID,WIDTH,HEIGHT,COPIES,PROFIT
0,134,347,2,16046
1,314,245,7,53336
2,406,80,2,8892
3,377,333,2,81480
4,266,88,6,10477
5,231,132,2,21547
6,497,195,1,41947
7,486,349,2,100304
8,426,343,3,45622
9,149,154,8,15761
10,289,335,8,31095
11,247,129,8,9050
12,479,170,9,51048
13,471,269,3,84590
14,154,481,8,22001
15,349,418,1,76566
16,382,452,9,108942
17,445,391,9,48979
18,264,141,9,24580
19,434,185,2,45867
20,50,318,3,5243
21,415,416,1,74185
22,439,386,9,119556
23,68,485,4,9733
24,340,231,5,46527
25,288,431,3,37360
26,67,334,4,16295
27,381,201,7,36387
28,194,204,6,13330
29,489,296,8,91083
30,476,486,9,72565
31,162,497,1,59817
32,111,215,7,6073
33,177,243,6,14260
34,209,322,2,32754
35,183,391,3,32030
36,227,269,9,17006
37,340,304,10,43013
38,432,290,3,68753
39,99,284,2,12805
40,472,445,1,157161
41,242,218,1,15933
42,113,116,3,8948
43,342,348,2,77247
44,101,162,1,7735
45,236,340,3,35310
46,470,407,7,124576
47,102,258,5,16924
48,441,169,3,48246
49,324,243,5,29637
