ID,WIDTH,HEIGHT,COPIES,PROFIT
0,246,443,4,37608
1,296,183,5,37555
2,94,56,8,1441
3,187,80,2,9709
4,89,187,2,7449
5,97,434,9,29748
6,372,300,1,48303
7,118,267,10,18632
8,401,420,3,52585
9,207,169,3,24028
10,492,318,6,50251
11,243,68,4,4693
12,246,367,9,56597
13,362,174,6,42054
14,336,349,2,34829
15,284,169,3,25191
16,347,251,5,54954
17,320,333,6,29996
18,482,208,6,66201
19,78,281,1,12521
20,292,116,9,11169
21,192,75,7,6188
22,141,444,1,44169
23,436,204,6,26248
24,291,494,5,85160
25,186,479,4,26816
26,455,384,4,127227
27,499,354,2,83933
28,399,218,10,29296
29,284,83,4,14833
30,359,165,6,18581
31,309,231,5,53030
32,274,391,4,27261
33,136,139,1,6268
34,312,118,3,17918
35,472,306,9,64653
36,473,355,4,46765
37,161,117,3,7839
38,191,126,6,13207
39,430,430,7,84210
40,268,63,6,12633
41,82,90,3,2229
42,362,408,8,100824
43,264,212,7,36326
44,171,104,5,8407
45,376,264,1,43682
46,311,52,3,10532
47,342,337,8,74123
48,111,289,1,20766
49,178,323,5,21642
