ID,WIDTH,HEIGHT,COPIES,PROFIT
0,271,83,33,8778
1,323,336,5,46413
2,268,196,44,30916
3,388,355,41,37031
4,64,164,42,5694
5,112,236,37,16317
6,469,224,9,45879
7,425,164,16,28140
8,447,206,30,28335
9,115,204,38,16145
10,321,488,17,77826
11,300,215,39,18638
12,68,236,19,4881
13,93,439,50,28447
14,182,226,44,25314
15,262,356,15,54764
16,285,134,25,26230
17,228,111,6,12639
18,428,333,27,72501
19,215,216,3,25250
20,311,156,43,13970
21,476,337,27,103273
22,108,115,7,8088
23,206,435,36,56688
24,94,235,26,16406
25,59,51,44,914
26,68,53,44,1921
27,116,284,43,19676
28,162,188,27,13047
29,250,376,25,25784
30,308,229,25,52111
31,442,193,30,45025
32,465,76,16,10444
33,241,456,40,31993
34,478,59,40,15496
35,406,357,50,52925
36,486,158,32,32116
37,487,346,44,116542
38,52,243,17,6615
39,209,339,13,33454
40,390,121,44,16178
41,186,239,21,30312
42,303,428,21,33422
43,87,297,37,17136
44,108,178,20,10807
45,115,366,8,30555
46,142,238,19,9536
47,279,190,24,17594
48,158,124,40,13600
49,195,289,46,18186
50,86,320,5,8028
51,400,309,22,70286
52,200,291,38,40314
53,305,140,21,29303
54,115,259,49,19895
55,102,366,44,15216
56,488,486,17,158532
57,464,270,7,74522
58,290,367,15,52595
59,411,60,25,14653
60,401,404,33,105098
61,355,57,12,8597
62,229,141,45,16679
63,400,138,17,28389
64,136,308,6,14812
65,152,437,34,42153
66,491,396,21,49550
67,319,113,19,24305
68,170,54,1,2908
69,386,109,47,30051
70,126,76,44,6852
71,420,236,31,37084
72,93,217,9,8660
73,104,342,6,13046
74,218,136,48,12178
75,306,255,37,36175
76,417,245,15,74988
77,497,204,45,44267
78,480,110,31,33576
79,192,316,2,19497
80,402,77,5,17039
81,229,314,20,25183
82,59,203,24,8494
83,350,147,35,23102
84,468,181,34,21578
85,415,91,48,22122
86,427,368,31,98408
87,144,76,16,3501
88,419,128,16,15902
89,88,280,16,10745
90,359,216,8,25821
91,96,466,14,16683
92,263,117,44,8578
93,114,244,48,16179
94,224,212,21,27043
95,325,432,26,41191
96,246,160,17,26741
97,432,452,5,144207
98,193,350,43,33001
99,126,61,41,3610
100,130,448,27,31584
101,483,96,20,18416
102,138,380,32,26312
103,132,253,9,8949
104,198,312,24,44269
105,303,268,12,33932
106,224,460,2,57302
107,143,363,36,26711
108,393,180,23,33358
109,451,385,16,86440
110,70,458,28,9439
111,342,348,21,38931
112,102,365,14,21066
113,487,85,10,11442
114,437,396,2,52386
115,355,403,8,97995
116,363,178,3,38691
117,472,147,7,41175
118,357,232,18,32947
119,254,307,21,29580
120,229,199,21,32915
121,272,234,27,42422
122,415,146,13,39844
123,223,433,3,70899
124,307,397,45,65913
125,211,81,39,12012
126,158,418,46,42809
127,284,360,36,75479
128,252,94,22,6593
129,120,127,50,10841
130,331,256,33,46606
131,404,205,49,39601
132,100,97,24,5237
133,337,103,38,18419
134,168,79,17,8450
135,120,128,47,7912
136,292,409,45,89083
137,333,125,34,14076
138,437,290,7,39242
139,262,458,20,71221
140,409,135,45,31335
141,330,117,27,25359
142,218,169,1,23621
143,75,137,18,3328
144,437,191,19,36819
145,239,305,24,45475
146,370,258,25,60104
147,378,410,43,113085
148,105,142,49,7307
149,383,393,50,81053
