ID,WIDTH,HEIGHT,COPIES,PROFIT
0,359,282,30,25790
1,226,142,34,23254
2,225,116,47,16814
3,126,482,6,24861
4,362,92,43,8579
5,251,52,2,5029
6,466,387,17,76652
7,331,192,16,29654
8,312,76,40,7618
9,344,280,10,65899
10,405,296,38,56335
11,179,235,32,11530
12,363,477,15,47161
13,243,196,45,29025
14,437,314,33,90589
15,336,93,14,12507
16,383,414,24,82326
17,376,79,44,10267
18,320,150,43,22251
19,415,105,1,27295
20,139,228,38,13098
21,442,452,48,100208
22,122,145,7,5559
23,246,60,24,9153
24,272,146,39,11589
25,156,275,28,12672
26,64,204,3,8072
27,393,201,1,57740
28,121,245,6,19378
29,428,278,9,40356
30,410,447,12,84927
31,308,225,33,46651
32,401,138,15,37204
33,333,341,14,46826
34,498,338,27,60803
35,365,159,3,35553
36,71,214,22,7582
37,271,347,31,34339
38,331,451,12,89480
39,327,55,35,7589
40,327,151,10,27604
41,384,191,4,39777
42,208,51,33,5649
43,481,126,27,37620
44,111,134,40,4372
45,140,232,35,11962
46,461,487,21,87415
47,248,54,5,3556
48,134,54,46,4007
49,278,153,41,20580
50,402,368,26,62955
51,52,467,20,7434
52,231,312,50,42596
53,434,205,29,51199
54,310,199,44,30723
55,352,357,28,84534
56,312,412,26,46467
57,404,91,5,10563
58,191,165,1,12331
59,474,168,33,48621
60,81,303,28,14297
61,149,385,39,20486
62,485,197,48,45143
63,150,297,29,23496
64,113,217,30,6230
65,201,377,18,27752
66,241,434,34,52681
67,99,244,12,8906
68,392,366,28,85311
69,272,395,35,79995
70,194,378,18,50563
71,492,266,17,37601
72,234,284,1,39542
73,443,237,6,44201
74,416,278,48,33352
75,420,464,36,121315
76,183,70,3,8249
77,462,430,23,51666
78,422,340,40,52407
79,322,486,28,71086
80,390,194,1,32349
81,185,185,14,23111
82,397,386,16,78759
83,159,171,22,20344
84,88,309,7,15140
85,302,120,38,20282
86,192,73,15,8797
87,247,286,31,25256
88,316,460,6,90872
89,61,472,27,12231
90,135,488,39,35907
91,213,63,26,5313
92,131,221,28,18837
93,150,162,46,9427
94,313,479,8,97591
95,311,142,33,33103
96,144,474,28,41242
97,239,493,3,46987
98,133,243,15,8359
99,100,433,8,32097
