ID,WIDTH,HEIGHT,COPIES,PROFIT
0,406,286,3,50199
1,265,223,10,43726
2,179,301,3,19712
3,453,124,9,39707
4,305,202,6,42040
5,383,148,8,30910
6,112,368,5,19925
7,165,209,10,22493
8,177,93,7,4174
9,317,169,3,37733
10,215,384,7,49893
11,405,203,1,28644
12,137,494,6,29179
13,390,322,1,68586
14,453,484,5,95697
15,66,100,7,2209
16,183,469,4,30661
17,447,213,3,58498
18,201,434,3,60120
19,468,104,3,34704
20,493,192,2,27123
21,370,323,4,85165
22,131,59,8,3856
23,212,332,4,48034
24,484,332,10,87755
25,266,316,6,28356
26,131,88,4,7985
27,127,114,8,8144
28,463,381,1,93032
29,56,498,5,14357
30,369,305,2,38324
31,137,445,9,27217
32,51,119,10,1751
33,229,204,8,14300
34,220,186,7,12369
35,282,342,6,36201
36,350,491,8,102276
37,330,141,5,23145
38,364,237,8,62093
39,336,83,3,18772
40,428,456,5,93297
41,114,225,8,18983
42,78,216,7,11099
43,333,291,3,32274
44,67,477,10,20294
45,370,400,6,97174
46,425,115,3,17270
47,57,397,7,13516
48,216,203,10,11226
49,250,456,8,77317
