ID,WIDTH,HEIGHT,COPIES,PROFIT
0,195,410,6,41414
1,266,100,5,8657
2,82,80,3,4521
3,467,301,9,59573
4,298,230,1,30128
5,218,171,9,14637
6,275,494,1,41498
7,405,418,8,115322
8,75,487,9,24474
9,483,167,8,58818
10,182,301,8,33054
11,103,249,6,17698
12,386,117,10,20788
13,217,222,4,16129
14,55,413,9,13112
15,469,102,10,35261
16,61,91,4,2169
17,311,58,2,7140
18,362,275,6,63124
19,348,174,7,27439
20,220,391,8,22669
21,156,471,1,49441
22,292,447,4,97037
23,412,65,7,11407
24,314,412,6,74567
25,363,379,7,87929
26,457,494,4,75500
27,267,210,3,32038
28,123,335,6,29736
29,184,413,1,34051
30,329,184,10,42717
31,135,139,10,8760
32,148,325,7,14355
33,241,416,6,55982
34,468,76,9,16465
35,290,383,6,66579
36,219,60,5,8940
37,207,483,9,59375
38,72,488,6,8838
39,154,211,4,23815
40,463,386,5,130128
41,253,90,10,6085
42,359,332,9,35493
43,112,283,6,10933
44,411,146,8,17337
45,394,455,6,79865
46,265,220,6,30642
47,323,151,5,16572
48,374,358,1,49838
49,260,184,4,32752
50,361,51,1,4864
51,481,141,3,33078
52,422,203,3,55070
53,168,135,5,7088
54,125,449,8,17520
55,190,245,2,13763
56,204,171,7,21708
57,162,363,1,22817
58,433,72,9,11643
59,322,163,7,13715
60,335,422,2,104420
61,175,117,9,12559
62,430,387,10,105052
63,74,326,4,17231
64,481,257,3,76100
65,199,411,2,43334
66,227,494,1,53279
67,430,371,8,111225
68,292,257,10,55657
69,486,343,9,95476
70,361,358,8,83599
71,192,324,10,36715
72,87,378,5,13461
73,204,167,5,10757
74,465,403,8,60220
75,257,498,4,55213
76,253,82,10,11744
77,433,67,5,13961
78,255,99,2,9778
79,494,410,4,129007
80,319,67,10,9972
81,469,419,5,107232
82,311,141,8,19467
83,374,389,9,83456
84,254,437,5,29694
85,67,135,6,4683
86,363,492,8,49816
87,350,305,9,73351
88,456,272,3,56490
89,202,257,9,37245
90,215,254,4,18772
91,261,464,5,77382
92,279,200,7,41744
93,111,356,1,25061
94,113,175,6,9717
95,306,439,7,88058
96,125,313,4,14094
97,316,329,2,72002
98,296,267,4,38929
99,436,430,7,101600
