ID,WIDTH,HEIGHT,COPIES,PROFIT
0,419,223,22,23803
1,127,215,16,19785
2,209,333,12,44836
3,420,415,32,71350
4,368,78,1,7394
5,348,189,30,25342
6,57,453,44,10975
7,330,353,8,54355
8,184,338,40,19980
9,421,323,11,93036
10,483,196,8,44487
11,380,118,31,12290
12,227,379,4,23433
13,253,189,28,29140
14,390,328,36,84451
15,99,87,21,3447
16,347,266,7,47924
17,252,290,3,25261
18,250,177,5,20513
19,415,443,10,115158
20,420,222,4,38537
21,230,104,36,11998
22,269,178,31,15046
23,195,341,47,41236
24,213,268,14,16659
25,321,131,3,12421
26,178,68,34,7483
27,87,240,28,15262
28,279,264,6,48145
29,148,475,34,23844
30,199,271,3,24991
31,134,488,1,44020
32,404,368,27,99952
33,374,415,16,64005
34,272,312,50,30655
35,326,298,8,59513
36,478,356,37,84919
37,175,54,15,3451
38,281,452,49,76132
39,467,92,25,18128
40,282,66,40,10405
41,157,401,6,34144
42,128,379,42,25832
43,419,92,2,23928
44,379,299,33,33310
45,205,268,26,20233
46,161,247,7,15484
47,249,408,13,26978
48,160,147,47,13023
49,448,287,13,62211
50,368,143,21,22395
51,452,431,25,59637
52,157,439,7,40734
53,224,291,17,37511
54,156,142,13,11032
55,407,89,42,24367
56,196,259,49,18350
57,73,354,32,7425
58,312,167,43,20388
59,207,324,35,40950
60,52,290,47,8785
61,294,276,44,28978
62,407,450,44,86535
63,412,397,7,86266
64,461,380,50,44509
65,198,180,43,13052
66,422,492,17,104574
67,365,188,22,25300
68,364,139,45,30085
69,142,138,31,14590
70,326,449,29,100927
71,418,123,17,14772
72,395,311,19,73094
73,118,150,49,7452
74,84,139,32,3367
75,169,174,8,18305
76,366,231,9,54443
77,149,196,32,7595
78,112,61,8,2495
79,295,455,41,60971
80,338,356,48,51447
81,300,327,24,66245
82,169,55,27,4777
83,87,343,47,22329
84,206,238,6,27297
85,154,73,11,6292
86,302,459,4,87002
87,75,469,17,12576
88,201,476,32,59812
89,87,277,10,10237
90,475,482,40,124786
91,488,450,35,86945
92,389,357,36,90357
93,105,345,14,14054
94,257,452,46,75614
95,455,306,11,104363
96,209,184,34,23236
97,408,302,27,49136
98,151,410,32,16012
99,371,232,24,63803
