ID,WIDTH,HEIGHT,COPIES,PROFIT
0,134,294,48,15191
1,86,245,21,11473
2,442,485,7,60527
3,369,356,38,98014
4,121,162,2,11953
5,339,489,36,106642
6,76,200,44,3815
7,314,345,12,33359
8,75,495,27,27222
9,437,106,47,32907
10,115,350,15,25946
11,362,338,42,75947
12,440,107,38,22541
13,195,209,30,17410
14,145,213,14,19129
15,391,278,15,39671
16,61,199,34,7388
17,218,164,26,12335
18,392,202,28,20339
19,115,473,47,18439
20,186,411,8,26642
21,310,493,15,103300
22,487,193,16,47405
23,157,344,8,37868
24,187,149,46,13163
25,211,307,30,38863
26,217,301,30,36903
27,286,215,50,22256
28,427,237,18,44476
29,499,491,36,102291
30,272,167,22,11522
31,403,370,14,71337
32,481,206,11,71673
33,334,210,44,43784
34,275,255,20,40995
35,186,349,39,16500
36,484,208,4,72885
37,233,210,34,36067
38,210,347,12,44150
39,277,378,23,52192
40,102,164,43,6753
41,246,481,43,53173
42,296,77,40,17017
43,468,271,2,82029
44,208,209,10,23358
45,390,345,5,59616
46,446,292,17,90192
47,461,363,45,116608
48,421,398,43,120095
49,445,264,14,51283
50,241,174,38,23295
51,480,283,37,35668
52,268,182,5,24475
53,116,354,3,12136
54,82,170,48,4914
55,93,135,31,8782
56,286,93,6,9484
57,284,304,50,24710
58,412,266,16,61374
59,173,326,20,28441
60,483,294,27,37336
61,486,202,1,29190
62,129,489,9,16334
63,61,116,37,3129
64,113,257,4,18908
65,90,207,36,11378
66,53,385,48,12984
67,262,135,33,21388
68,234,490,12,61733
69,129,356,15,25145
70,450,310,35,50040
71,486,390,9,66656
72,415,262,10,56189
73,186,269,48,28454
74,268,359,44,56159
75,200,346,39,23502
76,50,323,50,7739
77,354,482,31,112182
78,120,249,14,18656
79,77,268,11,12185
80,153,70,39,7780
81,422,202,8,47952
82,489,470,31,122478
83,248,54,24,4062
84,334,421,24,48317
85,435,454,31,144031
86,331,353,41,72290
87,481,143,18,24955
88,331,483,31,78186
89,213,169,43,17931
90,158,152,28,16011
91,463,282,35,97450
92,363,182,32,31943
93,149,68,38,4022
94,367,60,3,8180
95,345,272,13,26685
96,207,87,14,6173
97,433,77,1,20241
98,252,117,41,7460
99,182,307,36,26595
