ID,WIDTH,HEIGHT,COPIES,PROFIT
0,231,122,11,17364
1,296,169,11,29986
2,427,262,4,74110
3,62,64,43,1460
4,83,92,2,3951
5,139,184,29,17153
6,147,115,6,7712
7,472,426,16,93622
8,103,392,46,11513
9,67,238,2,11081
10,454,221,11,37618
11,490,287,50,44121
12,347,473,14,113316
13,329,389,1,43812
14,449,428,47,135968
15,339,255,40,34457
16,154,93,38,6676
17,420,446,20,110331
18,366,245,12,22467
19,247,277,42,27772
20,328,151,46,28678
21,439,214,49,67091
22,242,174,30,15976
23,220,214,33,15067
24,276,347,22,47323
25,68,271,18,5856
26,344,121,40,23223
27,387,154,19,42182
28,171,322,13,21271
29,461,406,26,93490
30,56,313,8,6389
31,142,423,44,27164
32,454,352,25,80054
33,180,291,2,30854
34,227,448,16,36928
35,349,134,40,21173
36,197,147,14,17866
37,370,445,8,93693
38,304,259,28,31253
39,102,63,22,3572
40,153,383,25,18507
41,407,389,4,92006
42,194,359,40,44096
43,406,161,10,47977
44,305,117,13,18170
45,114,157,13,11730
46,415,250,7,45322
47,405,182,38,20329
48,442,115,43,21769
49,132,271,11,19824
