ID,WIDTH,HEIGHT,COPIES,PROFIT
0,463,283,38,44810
1,390,340,26,35960
2,208,226,12,34613
3,212,422,4,41798
4,97,422,2,20155
5,332,248,23,59610
6,89,335,21,14182
7,153,423,50,34140
8,459,418,39,50378
9,71,455,44,22667
10,98,349,43,8655
11,489,223,1,36913
12,178,296,7,30383
13,461,270,20,60732
14,480,352,35,50624
15,394,369,17,103236
16,446,300,43,99750
17,227,285,22,43900
18,192,237,16,22407
19,271,442,5,32115
20,333,55,23,6778
21,166,424,46,20021
22,332,448,7,90381
23,89,65,32,2936
24,286,344,23,73351
25,376,92,26,11476
26,134,444,43,34671
27,190,379,13,22919
28,417,278,11,39903
29,477,394,17,136204
30,180,449,50,39620
31,267,233,28,23432
32,253,490,6,87563
33,432,490,31,81910
34,232,57,10,8950
35,70,407,31,15394
36,62,176,8,3444
37,217,201,46,19473
38,483,138,35,18022
39,210,206,47,27670
40,60,404,3,7001
41,462,56,1,12428
42,387,289,40,56880
43,332,211,36,21348
44,328,183,44,27382
45,60,78,6,2737
46,252,58,18,8645
47,234,466,4,78483
48,430,401,9,114217
49,51,190,28,2768
50,215,243,36,26760
51,292,231,48,29933
52,230,324,36,27189
53,350,414,38,80495
54,449,345,3,87939
55,472,293,11,95502
56,433,414,40,64215
57,415,128,18,24077
58,335,166,6,28015
59,135,460,47,43867
60,297,219,13,45712
61,318,397,23,82136
62,478,298,28,70764
63,172,419,50,45924
64,61,130,1,5435
65,278,116,44,11692
66,347,479,21,70710
67,227,202,11,24121
68,112,266,26,11633
69,62,312,11,8638
70,351,471,40,105086
71,186,331,10,20330
72,392,320,35,89002
73,355,143,47,34831
74,246,187,2,29991
75,494,131,48,38867
76,186,403,40,27543
77,329,304,46,52509
78,434,107,47,24984
79,131,142,28,13239
80,419,388,2,47706
81,234,70,45,4370
82,301,80,39,8667
83,306,363,42,31653
84,60,56,49,1393
85,106,85,11,4560
86,133,242,4,14645
87,97,260,30,17512
88,472,258,41,85376
89,272,276,7,23048
90,337,348,39,53884
91,209,375,50,23215
92,290,165,29,25801
93,119,59,20,2766
94,447,348,27,46349
95,162,214,40,9456
96,73,296,10,5689
97,394,106,14,15494
98,177,299,11,31131
99,130,343,10,32599
