Solution value: 148.0
Elapsed time: 305.73039097 secs 
---------------------------------
ID x                 y                
---------------------------------
1 5.9399999999999995 -9.715
2R 2.5249999999999977 17.434999999999995
3 5.5699999999999905 -12.315000000000001
5 1.419999999999999 -5.43
6 -14.65999999999999 7.489999999999998
7 9.835 5.259999999999998
8 11.829999999999998 11.2
9 -7.065000000000017 15.305000000000007
10 12.135 7.29
11 -0.18500000000002503 16.020000000000014
12 -13.709999999999999 -7.369999999999996
13 0.11499999999999228 8.945000000000006
14 0.014999999999988356 -17.24499999999999
15 4.64999999999999 -14.26999999999994
18 -2.325000000000001 -6.675
19 7.225 4.149999999999999
20 5.0 0.7499999999999998
21 4.26 2.96
22 -7.280000000000001 -0.6899999999999971
23 -5.315000000000001 -7.039999999999999
24 1.2399999999999995 3.24
26 -3.4850000000000163 12.670000000000002
27 13.585 -10.73
28 6.295 1.3049999999999995
29 0.9349999999999961 7.385000000000005
30 6.594999999999999 13.029999999999998
31 3.1099999999999985 13.52
33 5.6049999999999995 -5.92
34 -9.595000000000024 10.114999999999997
36 -8.575 6.434999999999999
37 -5.76 1.6499999999999997
38 12.045 4.109999999999999
40 -5.045 4.83
41 -12.56000000000004 11.6150911971325
42 -14.57 -1.2999999999999952
43 -7.655000000000019 13.740000000000006
44 16.055000000000003 -0.2999999999999997
49 7.715000000000002 -1.9700000000000006
50 0.8449999999999976 -7.935000000000002
51 -3.395 3.04
52 -11.314999999999994 -12.784999999999998
53 -11.769999999999996 1.7849999999999981
54 -11.635000000000002 -1.2049999999999956
55 -14.33499999999999 9.524999999999995
56 12.344999999999997 -12.08
57 2.779999999999998 15.839999999999996
58 11.435000000000002 -2.29
59 0.15999999999998993 -13.519999999999992
60 3.75 -2.205
61 1.3199999999999872 10.925000000000006
63 -11.250000000000002 -3.809999999999996
64 -3.4550000000000054 -9.795000000000005
65 -7.184999999999995 -15.274999999999999
67 -0.09000000000001096 -15.174999999999992
70R -16.439999999999998 -4.470711170562963
71 -9.105000000000008 8.04
72 11.65 -8.945
74 -9.565000000000001 -9.654999999999998
75 -7.605000000000018 12.260000000000005
77 -10.000000000000004 -7.034999999999997
79 14.120000000000001 3.419999999999999
80 13.560000000000002 -8.530000000000001
83 5.54 -2.2400000000000007
84 -13.974999999999993 1.1049999999999982
86 3.73 -4.905
87 7.745 0.3549999999999993
88 8.469200267086556 -14.760000000000003
89 -7.1350000000000025 -8.139999999999997
92 6.489999999999999 15.614999999999998
93 -3.7300000000000084 -12.070000000000004
95 -7.204999999999998 4.745
96 -7.790000000000001 -4.164999999999997
97 8.915000000000003 -5.654999999999999
98 -10.590000000000046 12.444999999999999
99 15.525000000000002 -4.324999999999999
100 -8.664999999999997 3.174999999999999
101 9.12 -8.965
104 -10.485000000000003 0.03500000000000392
105 -3.145000000000006 8.285000000000002
107 13.914999999999996 6.729999999999999
109 11.959999999999999 9.53
110 -12.11999999999999 5.399999999999999
111 4.51499999999999 -16.369999999999944
113 9.605 8.854999999999997
114 -0.825000000000001 -5.555
116 -2.3050000000000006 5.045000000000001
119 9.52 11.389999999999997
120 -2.0750000000000024 -7.77
122 9.805000000000001 -0.9750000000000002
124 -13.954999999999988 4.559999999999999
125 -5.225000000000022 15.504999999999999
126R -3.9100000000000117 -16.190000000000005
127 -10.354999999999997 1.8949999999999987
128 -0.08500000000001895 13.465000000000012
129 0.0 0.0
131 2.7649999999999997 0.375
134 8.634999999999998 -10.81
135 -14.25 -3.7499999999999973
136 -3.2600000000000104 -14.000000000000005
137 -12.155000000000001 -10.454999999999998
138 6.679999999999999 6.164999999999997
139 14.310000000000002 -3.6799999999999997
140 -2.515 -1.9799999999999986
141 -10.155000000000001 6.444999999999998
143 7.415000000000001 -5.859999999999999
144 -0.040000000000008584 -12.115000000000004
145 -3.350000000000012 10.770000000000003
146 -12.619999999999992 8.979999999999997
147 3.4049999999999994 10.27
148 -6.250000000000006 8.505000000000003
149 7.6 2.175
152 4.37 6.075
153 0.24999999999999456 -10.105000000000004
154 -2.705000000000025 17.049999999999997
155 -9.449999999999996 -12.339999999999998
158 12.270000000000003 -0.16000000000000003
159 3.81 -8.745
160 -9.284999999999993 -13.774999999999997
162 9.295061475227628 13.949999999999998
163R 15.480000000000002 -7.802851852702151
164 -4.940000000000001 -1.7449999999999977
165 -2.9100000000000206 14.909999999999997
166 -2.435 1.3950000000000007
167 15.421613368039411 6.919999999999998
170 -6.440000000000012 10.560000000000002
171 1.2999999999999992 5.535000000000001
172 -3.3000000000000007 -5.174999999999999
173 2.634999999999993 -10.970000000000002
174 6.459999999999998 9.129999999999997
176 -10.259999999999998 4.479999999999999
180 16.295 3.1949999999999985
181 8.315 5.689999999999998
182 9.570000000000002 2.5600000000000005
183 10.62 -4.6099999999999985
184 -6.839999999999998 -12.154999999999998
185 -15.919999999999987 4.709999999999999
186 13.709999999999997 9.454999999999998
187 10.95 -7.374999999999999
188 11.354999999999999 -10.535
189 9.64499999999999 -12.755000000000003
190 -0.1500000000000128 10.96500000000001
192 12.875000000000005 -4.25
194 -9.235000000000003 -1.3899999999999961
195 11.78719806760977 12.7
196 0.9099999999999997 -3.135
197 16.740000000000002 -3.8249999999999997
199R -17.03 0.5500000000000052
200 -3.935000000000001 -7.079999999999998
---------------------------------
