Solution value: 67.0
Elapsed time: 30.099190147 secs 
---------------------------------
ID x                 y                
---------------------------------
1 -6.902264129389906 2.019999999999998
2 1.7427358706100935 5.865
4 -0.017264129389906513 -3.6350000000000007
7 -5.222264129389906 7.309999999999999
8 -10.037264129389909 -4.9693221350891355
9 7.727735870610093 2.77
11 8.042735870610095 -2.335
13 -0.12726412938990572 -7.195000000000002
14 -3.2272641293899063 -3.2150000000000007
15 -5.912264129389907 -3.1500000000000004
17 1.6677358706100924 8.760000000000002
18 4.9977358706100965 -10.06
19 5.6427358706100925 -3.7750000000000004
20 2.367735870610093 -2.1600000000000006
21 10.437735870610092 2.62
23 -2.8772641293899057 -0.8150000000000011
24 4.797735870610094 2.84
26 -0.2822641293899064 -0.23000000000000057
29 8.032735870610093 -4.355
31 -2.5172641293899085 10.605
32 2.852735870610097 -10.425000000000002
33 -2.852264129389908 9.16
34 -0.8922641293899067 7.119999999999999
35 6.232735870610092 -6.404999999999997
36 8.372735870610093 0.0050000000000000044
38 3.1977358706100936 -4.090000000000001
40 -6.722264129389905 -0.6500000000000019
44 -3.6222641293899067 4.809999999999999
45 10.117735870610096 4.976740195731413
46 -10.227264129389907 1.724999999999997
47 8.002735870610096 5.614999999999995
50 -2.4422641293899043 -9.649999999999993
51 -3.472264129389906 1.8299999999999987
52 7.277735870610095 7.359999999999996
53 8.387735870610092 -6.689999999999994
54 4.0077358706101 8.699999999999992
55 -0.8522641293899077 9.379999999999999
56 1.252735870610092 11.165
57 10.397735870610093 -2.8023850874384197
58 3.922735870610107 10.17499999999999
60 5.0977358706100935 -0.6000000000000002
63 5.9277358706101015 9.059999999999993
64 -8.787264129389905 5.374999999999998
66 1.7777358706100939 2.86
67 -2.367264129389906 -7.605
71 -4.882264129389905 -0.7700000000000014
72 -4.647264129389907 -8.925
73 -5.202264129389894 9.509999999999994
76 11.047735870610094 0.0
77 4.997735870610096 6.149999999999995
78 -1.0022641293899064 4.709999999999999
79 -7.448225386234409 7.974999999999998
80 -0.05726412938990322 -10.575000000000003
81 -7.6072641293899075 -5.995000000000001
82 9.667735870610093 -4.77238508743842
83 -3.0772641293899072 7.235
85 3.447735870610095 -7.320000000000001
87 -2.5322641293899064 -5.2700000000000005
88 2.2227358706100935 0.4049999999999997
90 -6.962264129389907 -8.37
91 -6.132264129389907 5.019999999999999
93 1.8277358706100935 -1.0700000000000005
94 -4.662264129389907 -6.040000000000001
95 -9.552264129389906 -1.7600000000000027
96 -0.7972641293899061 2.3949999999999996
98 -2.422264129389906 -6.52
100 6.167735870610095 -8.209999999999997
---------------------------------
