Solution value: 45.0
Elapsed time: 21.748229589 secs 
---------------------------------
ID x                 y                
---------------------------------
1 -6.260000000000002 4.96
2 -1.285 -3.875
3 -6.81 -3.1350000000000007
5 3.9736756988327544 6.964999999999998
11 0.21500000000000097 4.110000000000002
14 3.2 2.7199999999999993
16 0.055000000000000604 8.765000000000002
18 6.870000000000003 -0.9750000000000034
24 5.220000000000001 -1.0750000000000015
25 8.760000000000002 -0.11270521421058677
26 -1.38 0.6850000000000003
28 3.065 -7.225
30 2.0750000000000006 2.1499999999999995
35 2.505000000000001 -4.245000000000001
36 -8.38 0.9608791770771838
37 3.9250000000000007 -1.4000000000000012
38 -0.9149999999999998 -6.845
43 -2.4949999999999997 6.955000000000005
45 0.28000000000000014 1.805
46 2.58 -2.0300000000000007
48 -1.0050000000000003 -8.35
52 -1.56 -0.5399999999999997
54 -3.405 -2.2750000000000004
57 -5.44 1.5800000000000005
59 0.0 0.0
60 -1.0499999999999998 2.99
62 -4.825 -6.469631503444111
64 1.27 -1.5350000000000006
65 6.450000000000001 -3.9000000000000026
68 2.4800000000000004 0.06499999999999928
69 -0.07499999999999929 5.250000000000003
70 -0.335 -2.025
71 -1.4849999999999994 -5.359999999999999
75 7.045000000000002 3.2599999999999967
76 1.06 0.3149999999999996
77 -3.14 1.8300000000000005
81 -5.459999999999999 -0.8150000000000004
86 0.5400000000000007 6.990000000000002
88 2.7850000000000006 -5.555
90 4.920000000000001 4.414999999999998
92 -3.6649999999999996 4.550000000000006
94 5.090000000000001 1.8899999999999981
95 -2.06 -2.24
96 -1.7999999999999998 1.8850000000000002
97 -4.795 -3.33
---------------------------------
