Solution value: 126.0
Elapsed time: 318.220012977 secs 
---------------------------------
ID x                 y                
---------------------------------
2 -6.915 -1.2400000000000044
3 3.5950000000000006 -2.3950000000000005
4 0.5049999999999963 -6.354999999999999
5 -2.695 12.61
6 -6.235000000000009 -11.989999999999995
7 12.869999999999997 -6.171042230438421
8 -2.1350000000000002 1.9599999999999997
9 7.559999999999993 1.234999999999993
10 6.140000000000006 -7.400000000000002
11 -5.890000000000002 -4.840000000000002
13 3.6699999999999746 6.134999999999999
14 2.3362805089616723 14.565000000000001
18 2.02 -1.205
19 2.6400000000000023 10.86
20 3.0249999999999857 4.029999999999998
21 -2.995 -2.340000000000001
22 -12.185 -5.220000000000011
23 -1.79 -2.3400000000000003
27 -1.92 -0.7200000000000005
28 -1.8799999999999992 9.554999999999998
29 -2.1599999999999993 14.565000000000001
36 -4.53 -0.21500000000000258
37 6.674999999999999 10.110000000000005
38 -10.960000000000003 -1.4400000000000077
39 -3.999999999999997 7.539999999999999
40 6.740000000000003 12.360000000000005
41 3.4150000000000036 -7.76
42 -3.8149999999999995 3.12
43 2.810000000000001 9.14
45 0.0 0.0
49 -0.03999999999999759 10.849999999999994
51 3.2800000000000002 7.9
52 -1.8899999999999992 6.374999999999999
53 4.0549999999999935 1.4049999999999978
54 0.5800000000000006 5.584999999999999
55 2.3000000000000016 -3.6850000000000005
56 -3.16 -0.39000000000000146
58 1.8299999999999998 -0.13
59 -0.03500000000000647 -8.579999999999997
60 3.455 -0.8450000000000002
61 2.934999999999993 1.5649999999999984
65 -4.660000000000005 -7.305000000000001
70 -0.253332827055447 -15.065000000000003
71 3.610000000000003 -6.02
72 -3.5149999999999997 4.795
73 -8.959999999999994 7.225000000000001
75 -2.1500000000000083 -9.849999999999998
77 -9.894999999999989 10.185000000000002
79 -10.264999999999997 2.08
80 8.365000000000006 -7.040000000000003
83 -12.364999999999998 6.989999999999999
84 10.849999999999987 4.014999999999964
86 -8.085 -1.1450000000000056
87 -3.7700000000000014 1.585
88 7.119999999999999 8.310000000000004
91 -10.485 5.815
92 0.37500000000000105 6.754999999999999
93 10.374999999999993 1.2299999999999889
95 -9.290000000000001 -1.5750000000000066
97 -13.639999999999997 2.935
98 4.444999999999987 3.7349999999999923
99 10.12 -2.004999999999999
100 -14.690000000000005 -1.7150000000000114
101 7.745000000000008 -9.555000000000003
104 4.170000000000004 -9.454999999999998
107 6.53 -1.3800000000000003
109 7.334999999999994 -4.43
111 8.110000000000007 -11.456414686682727
113 0.8099999999999901 -12.585
114 -5.72 3.815000000000001
116 10.709999999999996 -5.774999999999998
119 -7.065000000000005 -7.29
120 8.879999999999994 -4.24
124 -7.519999999999999 2.23
125 -5.86 -1.0250000000000037
126 -10.81000000000001 -8.694999999999988
127 4.150000000000002 -4.155000000000001
128 6.009999999999975 6.024999999999986
129 13.995 -0.7399999999999975
133 10.749999999999972 6.919999999999964
134 -5.68 1.47
135 -6.724999999999997 7.489999999999998
136 -8.884033902479079 -11.559999999999988
137 0.9299999999999917 -10.094999999999999
138 -0.08499999999999908 8.404999999999998
139 5.565000000000002 -4.670000000000001
141 1.84 0.895
143 8.649999999999984 4.3699999999999735
144 3.095000000000004 12.745000000000001
145 -2.6250000000000098 -11.34
146 -4.675 -2.2700000000000027
148 11.794999999999998 -1.2549999999999986
149 -7.4449999999999985 4.695
150 -11.994999999999997 2.99
152 -8.744999999999997 2.8850000000000002
153 10.485 9.33254394872368
154 -8.120000000000008 -9.409999999999991
155 -2.395000000000005 -7.16
159 7.474999999999984 4.374999999999979
160 -0.2600000000000003 -3.035
162 -9.8 -5.310000000000008
163 -4.015000000000002 -5.2150000000000025
165 3.985000000000005 -13.129999999999995
166 -5.220000000000008 -9.474999999999996
167 -12.930000000000005 -1.4200000000000097
169 -4.024999999999995 10.314999999999998
170 0.1450000000000043 12.799999999999995
172 4.025000000000005 -11.104999999999997
173 8.939999999999998 -1.7099999999999997
176 -5.318776869098907 13.499999999999998
180 10.689999999999998 -8.884999999999998
181 1.79 1.94
182 -2.6150000000000007 -3.7900000000000014
183 6.094999999999988 3.5299999999999847
185 -6.704999999999995 10.639999999999999
186 4.845000000000001 -0.6850000000000004
187 -0.09500000000000108 -4.114999999999998
188 12.27 -3.294999999999998
189 -2.1200000000000108 -13.155000000000001
190 -7.665000000000003 -4.785000000000002
192 13.249999999999984 4.809999999999953
194 -1.89 0.7099999999999994
195 -2.0950000000000024 -5.300000000000001
197 7.734999999999999 -1.5049999999999997
199 -0.14999999999999958 3.765
200 5.509999999999994 1.3499999999999956
---------------------------------
