Solution value: 948.3443000000001
Elapsed time: 121.81195114 secs 
---------------------------------
ID x                 y                
---------------------------------
1 15.212196602758956 -4.735000000000002
3 16.767196602758958 0.0
4 2.9521966027588564 -10.965000000000002
11 -8.482803397241042 14.69000000000151
13 -10.282803397241041 -12.219999999999988
14 10.242196602758865 -10.725000000000001
15 3.112196602758955 3.615
16 15.752196602758957 2.735
18 12.652196602758954 11.650376446972048
20 -11.392803397241096 -1.329999999999984
21 13.122196602758954 10.180376446972048
22 10.140620990126097 -13.545000000000003
23 12.512196602758955 7.075000000000001
24 -6.857803397241304 -15.338732952534851
25 7.677196602758954 12.719999999999999
26 -6.662803397241045 3.6400000000000006
27 7.977196602758956 3.58
28 15.222196602758956 -6.285000000000002
29 5.722196602758716 -14.375000000000002
30 5.33219660275865 -16.165000000000003
33 10.312196602758954 13.758014115715909
34 6.717196602758894 -10.090000000000002
35 12.307196602758957 -6.100000000000001
37 -9.467803397241042 -14.234999999999992
38 15.142196602758956 -7.765000000000002
41 8.142196602758956 -1.315
43 -1.402803397241043 12.989999999999903
44 -15.762803397241095 0.19117508835612698
45 -15.367803397241094 3.92617508835613
46 -12.427803397241043 -11.504999999999985
47 -1.7878033972410448 3.615
50 -13.827803397241052 9.506072328824605
51 15.367196602758955 7.1859163006817095
52 7.802164164927058 15.37
55 -9.497803397241041 12.425000000001845
56 15.70219660275896 5.380916300681711
59 -6.440985492024565 15.755000000000841
60 6.032196602758798 -12.295000000000002
61 -13.02780339724104 -9.444999999999984
64 -1.7628033972410448 -1.31
67 -6.622803397241045 -6.019999999999999
69 -6.487803397241045 -10.654999999999987
70 -8.25780339724129 -14.978732952534852
71 -5.732803397241042 12.910000000000608
72 8.145620990126076 -14.060000000000002
73 3.182196602758953 8.445000000000007
74 13.482196602758954 -9.195000000000002
76 16.680231653131994 -3.8899999999999992
77 3.1871966027589553 -1.31
78 16.61719660275896 -2.1799999999999997
79 13.112196602758956 -1.3250000000000002
80 -1.4428033972413061 -15.370000000000346
83 -11.362803397241073 3.2500000000000164
84 -8.027803397241046 -13.594999999999986
85 -6.662803397241045 -1.209999999999999
86 -11.247803397241045 -5.874999999999992
88 -1.6878033972411401 -10.975000000000136
95 -1.8028033972410444 -6.22
96 -14.929137023601191 -8.523824911643867
97 -4.747803397241322 -15.716585689864761
98 -14.803893672074205 -6.643824911643867
99 -1.5578033972410466 8.425000000000004
104 2.5748754393182876 16.40500000000001
105 7.867196602758955 8.3
106 -12.082803397241042 11.432287208546242
109 -10.782803397241054 8.259999999999998
110 -10.35280339724104 -9.459999999999987
112 10.972196602758954 12.05801411571591
114 11.232196602758949 10.035
115 13.032196602758859 -10.868986679806014
116 -6.252803397241046 8.400000000000002
118 7.352196602758806 -12.095000000000002
119 12.287196602758957 3.06
120 3.062196602758956 -6.215000000000001
121 0.06487543931828729 16.575000000000006
122 -15.427803397241094 -3.6038249116438705
126 -2.465124560681713 16.404344672249128
130 4.659875439318287 16.150000000000006
134 -5.022803397241046 -13.689999999999989
136 -14.362803397241054 7.271072328824604
139 2.6321966027586825 -15.285000000000004
140 7.832196602758955 -6.3050000000000015
141 -6.572803397241046 -13.669999999999987
143 3.007196602758955 13.030000000000005
146 -4.720985492024564 16.035000000000277
150 6.467164164927058 15.635
---------------------------------
