Solution value: 1004.4626
Elapsed time: 81.330510804 secs 
---------------------------------
ID x                 y                
---------------------------------
1 4.718784939049781 -14.473326899178419
3 -6.501215060950221 -15.723326899178394
4 -2.411215060950216 -13.373326899178394
5 -13.031215060950212 8.95167310082157
7 -16.966215060950212 -2.7883268991784314
13 -14.696215060950212 -5.093326899178431
14 8.393784939049782 -14.42051829771417
15 -6.361215060950217 -13.818326899178395
16 5.978784939049792 -2.3283268991784265
17 1.6737849390497956 -2.453326899178427
20 16.158784939049795 -6.598326899178426
21 11.198784939049782 -13.44026453150084
23 16.943784939049788 5.371673100821573
24 -7.751215060950198 -6.968326899178383
25 9.66378493904979 -2.483326899178425
26 1.2537849390497875 15.961673100821574
27 8.543784939049786 15.3737208720401
29 5.813784939049784 15.88667310082156
30 8.573784939049801 -11.488326899178425
32 9.788784939049787 10.456673100821574
34 1.1637849390497776 -17.013326899178416
35 1.9487849390497924 6.261673100821573
36 -13.716215060950212 -10.79498662176979
39 -6.226215060950214 -2.388326899178428
44 -3.0262150609502014 -6.418326899178391
45 -13.306215060950212 1.8016731008215703
46 -9.721215060950206 9.771673100821577
47 6.178784939049788 2.171673100821574
48 -2.406215060950221 -16.548326899178395
53 15.728784939049788 7.786673100821572
55 -6.536215060950214 -4.743326899178428
56 -16.90621506095021 5.111673100821569
58 -4.8262150609502115 17.151673100821572
59 1.1787849390497875 17.641673100821574
60 -16.651215060950218 -5.8033268991784315
61 -8.551215060950211 14.936673100821574
62 1.2637849390497822 -14.173326899178418
64 -6.146215060950212 15.196673100821574
66 0.9837849390497866 -10.498326899178418
68 -9.471215060950206 6.03167310082157
69 10.838784939049788 2.2066731008215736
74 -14.726215060950212 -2.4833268991784303
76 5.9837849390497855 13.276673100821561
78 -6.25121506095021 -10.248326899178387
79 12.21878493904979 -3.5083268991784244
81 13.97878493904979 5.616673100821572
87 12.213784939049786 12.47065042933426
89 -14.626215060950212 -7.82832689917843
92 4.689878308794399 -16.91332689917842
94 -2.6262150609502113 1.8966731008215736
96 -10.241215060950212 1.3666731008215711
98 12.078784939049791 -1.1133268991784244
99 -17.41621506095021 1.5966731008215684
100 -15.446215060950212 6.476673100821568
102 1.613784939049791 13.256673100821574
103 -2.316215060950209 13.021673100821573
105 -2.6862150609502105 -9.91332689917839
106 -15.686215060950213 1.6966731008215687
108 -12.851215060950212 6.01667310082157
109 -11.891215060950213 -10.828326899178428
110 12.718784939049788 9.161673100821572
112 -6.6712150609502086 12.591673100821573
114 -11.066215060950206 13.08081702702595
115 6.218784939049785 9.886673100821564
116 14.383784939049793 -6.793326899178426
117 1.608784939049798 -6.503326899178425
118 5.498784939049801 -7.0383268991784265
120 13.8337849390498 -10.879502460779818
123 -6.071215060950207 6.396673100821573
130 4.778784939049787 -11.19332689917842
131 11.663784939049801 -10.803326899178428
132 1.743784939049789 2.1116731008215734
133 -2.756215060950212 16.911673100821574
134 -12.676215060950213 10.941673100821571
138 14.3987849390498 -9.314502460779819
140 -12.066215060950213 -2.9283268991784293
141 3.223784939049787 -8.833326899178417
143 14.493784939049789 8.821673100821572
146 -10.621215060950217 -13.348326899178394
147 -9.306215060950208 -10.158326899178384
149 -11.885847987879467 -12.893326899178428
153 9.668784939049786 13.5487208720401
156 -2.6562150609502044 -2.4433268991784263
157 15.52378493904979 -2.8783268991784268
160 -5.136215060950221 -16.913326899178394
161 -12.166215060950213 -7.428326899178429
168 8.568784939049802 -7.243326899178427
170 4.6187849390497835 17.161673100821563
175 6.313784939049792 6.406673100821573
176 -9.261215060950217 -13.618326899178395
177 1.6737849390497925 9.891673100821574
178 9.94878493904979 6.471673100821572
179 -6.641215060950213 1.671673100821572
181 -15.096215060950213 9.421673100821568
182 -2.8712150609502096 15.161673100821574
184 11.4787849390498 -7.043326899178428
185 -1.6812150609502072 10.021673100821573
187 7.398784939049781 -15.88051829771417
191 -2.3712150609502074 6.326673100821574
193 -9.131215060950215 -3.1333268991784284
194 -12.43621506095021 12.47581702702595
197 -9.721215060950207 13.196673100821574
198 15.638784939049788 2.001673100821573
199 -5.456215060950207 10.136673100821575
---------------------------------
