Solution value: 426.36330000000004
Elapsed time: 5.14872071 secs 
---------------------------------
ID x                 y                
---------------------------------
2 -3.7050000000000285 -10.310149254654936
6 8.015 0.669850745345066
7 0.08500000000000019 -10.785149254654932
10 4.680000000000001 4.5998507453450665
11 -4.615000000000009 -2.7851492546549386
12 -10.760000000000007 -0.06514925465493837
15 4.090000000000001 -3.9301492546549337
16 -7.635000000000001 6.469850745345061
17 7.66 -5.92741343444176
19 0.040000000000000036 4.904850745345067
21 0.11499999999999977 -4.125149254654934
23 -3.9200000000000004 5.034850745345064
26 6.98 -8.74241343444176
28 7.895000000000019 -2.5901492546549396
30 -10.705 3.5944736561702637
31 -4.535000000000028 -5.020149254654939
32 -4.280000000000004 0.1548507453450616
34 -4.54 8.719850745345065
39 4.265000000000001 0.6848507453450667
42 -7.950000000000006 0.07985074534506076
44 0.0 9.649850745345068
45 3.5106495162426556 -10.770149254654934
46 -7.570000000000037 -7.405149254654939
50 4.42 -8.325149254654933
51 0.3450000000000004 -7.965149254654933
52 10.67663086735923 -3.067214450449003
53 -4.4150000000000285 -8.170149254654937
56 10.865 -0.002214450449003036
58 -0.010000000000000231 0.349850745345067
59 10.370000000000005 4.154850745345067
60 -3.6900000000000004 10.464850745345068
62 8.475000000000001 4.249850745345066
64 8.950000000000001 6.509850745345066
69 4.268124494702155 9.864850745345066
70 -7.878073388795487 7.839850745345061
76 -8.670000000000032 -7.0401492546549385
77 7.68 7.334850745345067
79 4.609999999999999 7.799850745345067
84 -7.945 4.194850745345061
93 -8.745000000000017 -4.155149254654939
95 10.01 -4.667413434441761
96 2.9831244947021545 11.059850745345067
---------------------------------
