Solution value: 780.1787999999999
Elapsed time: 148.700525393 secs 
---------------------------------
ID x                 y                
---------------------------------
1 -11.814999999999877 4.156277591147387
2 -4.450000000000001 10.681277591147447
3 4.884999999999728 -12.643722408852557
4 3.65 14.736277591147442
5 -14.250000000000036 -2.9237224088526457
6 13.93999999999988 -6.793687147775029
11 1.9499999999996591 -15.193722408852555
15 -0.8450000000001888 -9.988722408852505
17 9.637714874583546 -11.743722408852559
18 10.664999999999997 7.14627759114744
19 -1.838236773086266 -15.023722408852498
20 -13.780000000000099 -5.9867224051813865
21 -7.700000000000065 -4.403722408852564
24 -11.494999999999978 -0.3437224088526081
25 -0.2250000000000003 8.841277591147445
27 11.235 -3.7487224088525606
29 -11.000000000000004 8.740218378176111
33 -6.730000000000271 -13.673722408852555
35 10.479999999999805 -9.808722408852562
36 12.964999999999996 6.8762775911474385
38 -11.19500000000021 -10.803722408852604
42 11.254999999999866 -7.398722408852564
43 -7.290000000000151 -8.228722408852562
47 -10.690000000000168 -8.998722408852597
49 8.175 0.3662775911474423
51 -0.7850000000002602 -13.198722408852504
53 7.830000000000001 -3.793722408852557
54 5.73 14.381277591147441
56 -4.500000000000001 12.706277591147447
57 9.679999999999868 -7.4137224088525615
58 7.174999999999847 -8.213722408852558
59 8.7 3.8662775911474414
63 9.035 11.232628290837297
74 -8.105 12.231277591147444
75 -8.509999999999973 -0.28872240885257217
76 -3.6500000000000004 15.081277591147447
80 -3.795000000000237 -12.148722408852521
81 12.379999999999999 3.236277591147439
82 -14.294999999999881 3.9862775911473536
84 -4.58323677308626 -14.72872240885253
85 -10.395000000000005 11.57521837817611
88 -11.440000000000081 -5.138722408852607
90 -13.195000000000004 7.344278872465732
91 -13.330000000000144 -7.938779250702105
93 -9.98000000000022 -11.358722408852591
94 5.865 9.121277591147443
95 -0.22500000000007958 -5.0887224088525045
96 -4.795000000000001 7.691277591147447
97 3.119999999999828 -8.938722408852556
101 10.864999999999998 9.60127759114744
102 14.314999999999998 6.017543783727972
103 -4.5600000000000005 -0.3887224088525538
104 -9.220000000000123 -6.958722408852584
105 15.115 0.3512775911474352
106 4.615 12.581277591147444
107 3.59 9.296277591147444
108 12.235 -0.5437224088525618
109 14.704999999999998 3.6775437837279723
110 -3.7200000000000655 -4.433722408852521
113 -8.500000000000004 8.671277591147451
114 7.359999999999722 -12.833722408852555
115 7.109999999999773 -10.998722408852558
116 2.134999999999735 -12.353722408852555
117 0.13999999999999968 4.3412775911474455
118 14.015 -3.5637224088525636
120 -13.59499999999996 0.4562775911473631
121 -4.6000000000000005 4.016277591147446
122 3.679999999999932 -5.098722408852555
123 -15.30499999999996 0.3462775911473398
124 -8.604999999999876 4.101277591147426
125 7.734999999999999 7.881277591147443
126 3.8150000000000004 -0.1637224088525553
129 -4.815 13.891277591147446
133 -0.29500000000000015 -0.16872240885255385
140 -7.365000000000228 -11.683722408852562
141 7.9300000000000015 12.737628290837296
143 -4.0650000000001505 -8.238722408852524
144 12.639999999999866 -7.333722408852562
148 0.0 13.786277591147446
150 4.515 4.651277591147444
---------------------------------
