Solution value: 152.0
Elapsed time: 217.242094982 secs 
---------------------------------
ID x                 y                
---------------------------------
1 14.934715576372252 3.9451714375808558
3 9.45471557637225 -0.30482856241914463
4 6.114715576372241 -3.4448285624191453
6 14.519715576372235 -11.529828562419194
7 3.79971557637225 -8.569828562419145
9 9.53971557637225 15.630171437580852
10 1.529715576372249 -2.169828562419145
11 -5.2552844236277565 11.315171437580858
12 -6.165284423627751 -4.064828562419142
13 -7.005284423627751 2.89517143758086
14 11.89471557637225 -1.2148285624191446
15 14.534715576372225 -9.564828562419194
16 14.794715576372248 9.996555384526157
18 8.74971557637225 7.070171437580854
19 -16.345284423627753 -5.154828562419124
20 -10.03028442362775 -4.4098285624191345
21 -4.250284423627745 -8.979828562419144
22 8.84471557637225 3.3651714375808552
23 -5.185284423627761 14.325171437580858
24 6.129715576372249 6.220171437580854
26 3.884715576372211 -10.014828562419144
27 11.334715576372249 6.185171437580854
29 -7.58028442362775 -7.32982856241914
30 -12.035284423627752 6.525171437580869
31 -9.07028442362775 1.9601714375808639
32 15.219715576372252 2.3401714375808558
33 -7.980284423627763 15.500171437580864
35 2.2647155763722475 11.635171437580857
36 4.1747155763722485 6.035171437580854
37 -15.625284423627756 5.255171437580873
38 1.7897155763722492 0.12017143758085505
41 12.114715576372195 -13.40482856241914
42 -12.810284423627749 -3.3698285624191273
43 -1.9102844236277505 3.840171437580855
44 1.759715576372245 14.590171437580857
45 13.829715576372248 11.790171437580852
46 12.544715576372251 3.1251714375808555
47 8.799715576372222 -8.369828562419151
48 -6.38028442362775 -1.4498285624191412
49 4.694715576372248 8.465171437580855
50 -12.62528442362775 -5.63482856241913
51 -11.83028442362776 12.390171437580861
52 -7.86028442362775 -10.639828562419137
54 -9.035284423627743 -14.564828562419137
55 3.579715576372249 -0.6098285624191448
56 12.08971557637225 0.46017143758085544
57 -3.605284423627751 6.955171437580855
58 8.58971557637225 10.380171437580854
59 -16.375284423627754 8.21517143758089
61 12.79471557637224 -4.134828562419145
62 12.314715576372247 8.865171437580852
63 6.054715576372226 -6.664828562419144
65 3.8097155763722492 0.6501714375808552
66 -1.920284423627751 -1.0398285624191452
67 -5.280284423627744 -14.869828562419144
70 -1.2652844236277485 -12.854828562419145
71 -0.7952844236277568 16.405171437580854
