ID,WIDTH,HEIGHT,GROUP
0,9,4,0
1,4,8,0
2,3,21,0
3,4,16,1
4,4,9,1
5,3,9,1
6,5,11,2
7,4,9,2
8,3,23,3
9,3,19,3
10,3,11,3
11,3,9,3
12,3,6,3
13,12,8,4
14,11,6,4
15,9,4,4
16,5,8,4
17,2,9,4
18,5,9,5
19,3,9,5
20,8,6,6
21,5,9,6
22,3,19,6
23,3,10,6
24,3,12,7
25,4,6,8
26,2,7,8
27,8,4,9
28,7,8,9
29,7,8,9
30,2,15,9
31,11,5,10
32,3,10,11
33,8,6,12
34,5,7,12
35,4,8,12
36,3,7,12
37,5,7,13
38,4,24,13
39,3,5,13
40,2,13,13
41,10,8,14
42,2,5,14
43,3,14,15
44,8,7,16
45,3,8,17
46,3,7,17
47,6,6,18
48,3,7,18
49,2,4,18
50,11,6,19
51,4,8,19
52,2,17,19
53,2,5,19
54,2,9,20
55,11,6,21
56,4,23,21
57,4,10,21
58,2,9,21
59,2,4,21
60,4,17,22
61,4,11,22
62,3,20,22
63,10,7,23
64,6,8,23
65,6,7,23
66,3,5,23
67,2,14,23
68,3,15,24
69,2,8,24
70,2,5,24
71,9,7,25
72,3,7,25
73,3,6,26
74,3,4,26
75,12,8,27
76,11,4,27
77,6,6,27
78,3,5,27
79,8,8,28
80,11,4,29
81,5,11,29
82,4,7,29
83,3,22,29
84,9,6,30
85,8,4,30
86,4,20,30
87,3,15,30
88,2,4,30
89,5,11,31
90,4,6,31
91,3,10,31
92,3,5,31
93,11,6,32
94,3,11,32
95,6,7,33
96,4,9,33
97,4,7,33
98,3,10,34
99,3,22,35
100,3,11,35
101,8,5,36
102,6,7,36
103,4,5,36
104,2,22,36
105,9,4,37
106,5,6,38
107,3,11,38
108,3,7,38
109,7,5,39
110,3,5,39
111,5,8,40
112,3,22,40
113,3,12,40
114,2,9,40
115,4,24,41
116,4,11,42
117,4,6,43
118,5,8,44
119,3,7,44
120,4,22,45
121,3,12,45
122,3,21,46
123,3,13,46
124,2,11,46
125,7,5,47
126,6,4,47
127,4,6,47
128,3,19,47
129,10,4,48
130,5,5,49
131,4,18,49
132,6,6,50
133,2,18,50
134,5,11,51
135,4,7,51
136,3,5,51
137,5,8,52
138,4,4,52
139,3,7,52
140,3,6,52
141,2,22,52
142,6,8,53
143,3,11,53
144,3,6,53
145,12,7,54
146,8,6,54
147,6,10,54
148,3,21,54
149,6,7,55
150,4,21,55
151,2,11,55
152,2,8,55
153,4,9,56
154,11,6,57
155,6,5,57
156,5,7,57
157,2,18,57
158,4,13,58
159,4,6,58
160,3,20,58
161,3,6,58
162,5,8,59
163,4,14,59
164,3,22,59
165,3,11,59
166,6,4,60
167,4,23,60
168,4,12,60
169,3,23,60
170,4,12,61
171,3,19,61
172,2,6,61
173,4,4,62
174,3,18,62
175,3,10,62
176,12,4,63
177,2,11,64
178,5,7,65
179,4,13,65
180,4,6,65
181,3,20,65
182,3,9,65
183,11,5,66
184,10,4,66
185,4,11,66
186,3,8,66
187,3,6,66
188,11,7,67
189,5,5,67
190,3,7,67
191,2,10,67
192,8,6,68
193,6,12,68
194,3,6,68
195,9,5,69
196,6,6,69
197,4,8,69
198,3,7,69
199,2,6,69
200,6,5,70
201,4,24,70
202,4,6,70
203,9,6,71
204,2,24,71
205,2,18,71
206,4,15,72
207,3,6,72
208,6,11,73
209,2,6,73
210,3,20,74
211,3,10,74
212,5,7,75
213,4,12,75
214,4,7,75
215,3,13,75
216,6,5,76
217,4,6,77
218,4,12,78
219,3,5,78
220,9,7,79
221,7,7,79
222,3,7,79
223,3,4,79
224,3,8,80
225,4,4,81
226,3,22,81
227,2,6,81
228,6,5,82
229,5,8,82
230,4,7,82
231,3,11,82
232,2,14,82
233,4,20,83
234,3,7,83
235,8,7,84
236,5,7,85
237,3,20,85
238,6,6,86
239,4,6,87
240,3,16,87
241,11,7,88
242,7,5,88
243,3,17,88
244,4,6,89
245,4,9,90
246,3,19,90
247,10,6,91
248,5,11,92
249,5,7,92
250,4,6,92
251,2,13,92
252,12,5,93
253,6,7,93
254,6,5,93
255,2,24,93
256,7,8,94
257,4,8,94
258,3,23,94
259,3,8,94
260,6,7,95
261,10,6,96
262,7,5,96
263,4,7,96
264,4,5,96
265,3,11,96
266,9,7,97
267,6,10,97
268,3,11,97
269,3,11,97
270,6,4,98
271,2,23,98
272,2,22,98
273,2,16,98
274,10,8,99
275,10,5,99
276,10,4,99
277,2,19,99
278,5,5,100
279,2,9,100
280,6,12,101
281,4,5,101
282,4,12,102
283,3,11,102
284,4,15,103
285,4,11,103
286,2,11,103
287,3,13,104
288,5,7,105
289,4,11,105
290,4,7,105
291,3,7,105
292,4,14,106
293,3,14,106
294,3,5,106
295,2,6,106
296,4,11,107
297,4,4,107
298,3,9,107
299,4,22,108
300,4,17,108
301,5,6,109
302,4,4,109
303,9,7,110
304,4,16,110
305,4,14,110
306,2,10,110
307,11,8,111
308,4,17,111
309,4,6,111
310,3,16,111
311,12,8,112
312,5,11,112
313,8,4,113
