ID,WIDTH,HEIGHT,GROUP
0,6,20,0
1,3,25,0
2,2,33,1
3,6,10,2
4,12,5,3
5,15,7,4
6,9,4,4
7,4,23,5
8,3,22,5
9,8,5,6
10,4,34,6
11,14,4,7
12,11,5,8
13,9,5,9
14,4,30,10
15,13,5,11
16,4,17,11
17,18,7,12
18,8,19,12
19,4,25,13
20,3,22,13
21,2,29,14
22,11,5,15
23,8,20,15
24,15,6,16
25,14,6,16
26,12,8,17
27,2,18,17
28,4,24,18
29,4,19,18
30,8,17,19
31,2,29,19
32,2,17,20
33,5,16,21
34,16,4,22
35,10,8,22
36,9,13,23
37,3,23,23
38,5,17,24
39,10,16,25
40,9,8,25
41,9,13,26
42,3,31,26
43,4,34,27
44,2,25,27
45,14,5,28
46,10,7,28
47,2,34,29
48,17,7,30
49,7,16,30
50,8,15,31
51,4,18,31
52,4,31,32
53,12,7,33
54,11,6,34
55,2,25,34
56,6,14,35
57,4,25,36
58,12,4,37
59,3,18,37
60,9,16,38
61,3,34,38
62,10,8,39
63,6,13,40
64,4,27,40
65,9,4,41
66,3,18,41
67,12,7,42
68,4,26,42
69,8,15,43
70,8,15,43
71,8,13,44
72,5,15,45
73,3,22,45
74,10,5,46
75,2,29,46
76,7,8,47
77,6,11,47
78,5,17,48
79,2,17,48
80,4,21,49
81,10,5,50
82,5,9,50
83,10,10,51
84,16,4,52
85,5,19,52
86,7,17,53
87,8,19,54
88,3,18,54
89,11,8,55
90,6,12,56
91,3,17,56
92,3,32,57
93,7,13,58
94,9,14,59
95,14,5,60
96,4,13,60
97,9,13,61
98,4,23,61
99,18,6,62
100,8,15,63
101,3,23,63
102,11,8,64
103,11,5,64
104,8,16,65
105,6,19,66
106,8,8,67
107,8,6,68
108,3,22,68
109,8,13,69
110,3,21,70
111,2,19,71
112,4,35,72
113,4,25,72
114,12,5,73
115,7,17,73
116,4,11,74
117,16,6,75
118,7,9,76
119,4,23,76
120,7,13,77
121,2,36,77
122,2,32,78
123,3,26,79
124,10,15,80
125,8,13,80
126,10,9,81
127,3,22,81
128,9,9,82
129,9,6,83
130,2,27,84
131,7,9,85
132,3,18,85
133,4,17,86
134,16,7,87
135,12,7,87
136,3,25,88
137,18,7,89
138,11,7,89
139,7,14,90
140,3,26,91
141,7,16,92
142,4,24,93
143,8,6,94
144,8,9,95
145,2,20,96
146,9,15,97
147,4,23,98
148,2,17,98
149,8,16,99
150,11,5,100
151,9,7,101
152,4,27,101
153,8,19,102
154,7,18,102
155,10,14,103
156,8,18,103
157,9,14,104
158,10,5,105
159,11,7,106
160,10,15,106
161,8,5,107
162,12,5,108
163,11,4,108
164,17,5,109
165,3,17,109
166,15,6,110
167,9,14,110
168,18,4,111
169,6,13,112
170,3,21,112
171,8,4,113
172,3,18,113
173,8,7,114
174,4,19,114
175,16,7,115
176,9,6,116
177,2,34,116
178,14,6,117
179,12,5,117
180,6,16,118
181,2,35,119
182,2,31,119
