ID,WIDTH,HEIGHT,GROUP
0,15,4,0
1,2,27,0
2,10,13,1
3,10,7,2
4,3,29,3
5,2,16,3
6,7,9,4
7,3,28,4
8,3,27,5
9,2,20,5
10,2,20,6
11,10,18,7
12,9,12,7
13,4,18,8
14,2,20,8
15,8,13,9
16,2,30,10
17,10,16,11
18,2,28,11
19,16,5,12
20,13,5,13
21,4,29,13
22,3,22,14
23,3,17,14
24,5,15,15
25,3,32,15
26,13,5,16
27,7,18,16
28,13,5,17
29,8,10,17
30,6,19,18
31,4,28,19
32,3,33,19
33,5,13,20
34,5,8,21
35,2,29,21
36,17,5,22
37,4,34,23
38,3,23,23
39,9,18,24
40,3,31,24
41,4,19,25
42,14,8,26
43,4,35,27
44,3,17,27
45,11,6,28
46,7,15,28
47,3,34,29
48,5,14,30
49,16,5,31
50,5,13,31
51,15,6,32
52,4,20,32
53,13,6,33
54,10,12,34
55,9,13,35
56,3,17,35
57,13,4,36
58,4,19,36
59,6,9,37
60,2,26,37
61,14,8,38
62,16,7,39
63,4,11,39
64,15,7,40
65,18,4,41
66,9,17,41
67,9,6,42
68,2,16,42
69,3,21,43
70,8,14,44
71,15,5,45
72,3,26,46
73,14,6,47
74,16,7,48
75,9,6,48
76,9,5,49
77,4,30,49
78,7,15,50
79,5,15,50
80,8,15,51
81,2,20,51
82,17,6,52
83,15,6,52
84,2,19,53
85,13,4,54
86,6,14,54
87,9,13,55
88,8,8,55
89,10,17,56
90,16,4,57
91,14,4,58
92,6,18,59
93,6,12,59
94,10,5,60
95,10,4,60
96,15,7,61
97,7,15,62
98,4,36,62
99,14,5,63
100,5,9,63
101,10,6,64
102,10,10,65
103,6,20,65
104,3,23,66
105,6,12,67
106,3,22,68
107,9,4,69
108,18,7,70
109,9,10,70
110,4,34,71
111,17,6,72
112,4,9,72
113,14,7,73
114,4,25,73
115,12,5,74
116,2,29,75
117,12,7,76
118,6,9,76
119,7,15,77
120,6,15,78
121,3,26,78
122,3,17,79
123,4,18,80
124,14,4,81
125,11,8,81
126,7,18,82
127,15,6,83
128,3,18,83
129,15,6,84
130,2,33,85
131,3,31,86
132,9,7,87
133,8,18,88
134,5,17,88
135,4,11,89
136,13,8,90
137,4,27,91
138,6,14,92
139,17,5,93
140,4,16,93
141,7,16,94
142,10,17,95
143,4,16,95
144,14,6,96
145,3,21,96
146,16,4,97
147,14,5,97
148,11,7,98
149,10,13,98
150,17,5,99
151,9,18,99
