ID,WIDTH,HEIGHT,GROUP
0,8,5,0
1,4,7,0
2,2,20,0
3,2,15,0
4,11,4,1
5,9,6,1
6,3,9,1
7,5,7,2
8,2,9,2
9,4,17,3
10,4,5,4
11,3,7,4
12,10,6,5
13,4,9,5
14,2,7,5
15,6,12,6
16,5,5,6
17,5,5,6
18,3,6,6
19,4,9,7
20,3,11,7
21,2,8,7
22,9,6,8
23,8,5,8
24,11,7,9
25,2,23,9
26,2,8,9
27,12,4,10
28,8,8,10
29,10,5,11
30,5,9,11
31,3,22,11
32,3,11,11
33,11,5,12
34,7,5,13
35,2,7,13
36,6,4,14
37,4,4,14
38,5,7,15
39,4,12,15
40,3,9,15
41,7,6,16
42,5,10,16
43,4,11,16
44,4,7,16
45,3,14,16
46,9,8,17
47,6,10,17
48,6,7,17
49,5,8,17
50,3,7,17
51,10,6,18
52,10,5,18
53,5,4,18
54,3,22,18
55,3,5,18
56,10,8,19
57,4,16,20
58,4,11,20
59,8,6,21
60,3,9,21
61,3,8,21
62,11,7,22
63,8,5,22
64,5,8,22
65,4,4,22
66,2,6,22
67,12,6,23
68,5,7,23
69,4,16,23
70,4,8,23
71,2,17,23
72,5,9,24
73,3,19,24
74,3,11,24
75,3,5,24
76,12,6,25
77,8,5,25
78,6,11,25
79,4,21,25
80,4,8,25
81,6,11,26
82,4,7,26
83,6,5,27
84,5,6,27
85,10,6,28
86,10,6,28
87,4,21,28
88,4,9,28
89,3,8,28
90,8,6,29
91,8,6,29
92,4,7,29
93,2,11,29
94,10,5,30
95,4,5,30
96,3,20,30
97,3,7,30
98,7,4,31
99,4,7,31
100,5,9,32
101,3,22,33
102,4,12,34
103,4,5,34
104,8,7,35
105,6,9,35
106,4,5,35
107,3,5,35
108,2,4,35
109,5,11,36
110,4,7,36
111,2,8,36
112,6,5,37
113,3,12,37
114,3,11,37
115,3,5,37
116,3,9,38
117,2,18,38
118,5,5,39
119,9,5,40
120,3,10,40
121,12,6,41
122,7,4,41
123,4,23,41
124,4,6,41
125,3,8,41
126,4,5,42
127,4,10,43
128,12,6,44
129,4,5,44
130,3,10,44
131,3,7,44
132,3,4,44
133,12,5,45
134,11,6,45
135,10,6,45
136,2,23,45
137,2,22,45
138,2,24,46
139,12,5,47
140,3,6,47
141,6,7,48
142,4,17,48
143,4,8,48
144,3,6,48
145,3,6,48
146,10,8,49
147,10,6,49
148,6,6,49
149,4,5,50
150,8,7,51
151,4,20,51
152,4,4,51
153,3,18,51
154,9,7,52
155,3,9,52
156,3,5,52
157,2,11,52
158,2,5,52
159,4,19,53
160,4,8,53
161,3,10,53
162,3,9,53
163,3,5,53
164,3,8,54
165,10,4,55
166,4,8,55
167,4,7,55
168,3,20,56
169,2,5,56
170,9,4,57
171,8,6,58
172,5,10,58
173,5,8,58
174,4,22,58
175,4,6,58
176,4,8,59
177,2,16,59
178,4,15,60
179,4,7,60
180,3,22,60
181,3,6,60
182,2,5,60
183,8,5,61
184,6,9,61
185,5,5,61
186,3,20,61
187,3,12,61
188,2,7,62
189,6,9,63
190,4,23,63
191,8,5,64
192,3,18,65
193,2,10,65
194,12,4,66
195,4,23,66
196,3,16,66
197,3,7,66
198,10,4,67
199,6,6,67
200,3,12,67
201,3,11,67
202,3,7,67
203,12,6,68
204,11,6,68
205,5,9,68
206,9,8,69
207,9,4,69
208,4,16,69
209,5,12,70
210,5,5,70
211,4,10,70
212,9,4,71
213,9,4,71
214,3,15,71
215,3,5,71
216,9,6,72
217,6,5,72
218,5,7,72
219,3,5,72
220,3,5,72
221,10,7,73
222,4,21,73
223,3,16,73
224,2,16,74
