ID,WIDTH,HEIGHT,GROUP
0,9,8,0
1,2,15,0
2,3,5,1
3,6,6,2
4,3,22,2
5,2,13,2
6,3,26,3
7,10,5,4
8,6,12,4
9,3,22,4
10,7,16,5
11,2,26,5
12,8,13,6
13,7,6,6
14,5,14,6
15,3,14,6
16,11,5,7
17,2,21,7
18,2,16,7
19,5,10,8
20,5,5,8
21,4,11,8
22,12,7,9
23,3,13,9
24,12,5,10
25,9,8,10
26,8,9,10
27,5,5,10
28,3,20,11
29,5,12,12
30,3,18,12
31,2,7,12
32,5,9,13
33,5,8,13
34,11,4,14
35,2,14,14
36,10,7,15
37,5,7,15
38,3,21,15
39,11,5,16
40,9,8,16
41,7,5,16
42,6,8,17
43,6,7,17
44,2,19,17
45,7,16,18
46,4,10,18
47,2,15,19
48,10,5,20
49,6,5,20
50,4,28,20
51,3,29,21
52,3,23,21
53,10,6,22
54,9,6,22
55,3,22,22
56,2,22,22
57,13,5,23
58,8,6,23
59,6,11,23
60,7,5,24
61,14,6,25
62,6,13,25
63,4,32,25
64,14,7,26
65,6,6,26
66,9,5,27
67,4,23,27
68,7,14,28
69,2,11,28
70,7,12,29
71,3,14,29
72,3,13,29
73,7,6,30
74,4,16,30
75,3,20,30
76,12,6,31
77,2,22,31
78,9,5,32
79,4,6,32
80,3,22,32
81,6,5,33
82,5,16,34
83,4,28,34
84,3,21,34
85,2,22,34
86,8,8,35
87,4,14,35
88,3,12,35
89,13,6,36
90,12,5,36
91,4,13,36
92,4,8,36
93,14,6,37
94,3,30,38
95,2,16,38
96,7,13,39
97,3,16,39
98,8,6,40
99,7,12,40
100,4,22,40
101,9,7,41
102,8,5,41
103,10,4,42
104,2,7,42
105,5,4,43
106,6,7,44
107,4,5,44
108,12,8,45
109,4,15,45
110,14,8,46
111,8,14,46
112,7,11,46
113,4,25,46
114,9,5,47
115,3,12,47
116,11,5,48
117,4,14,48
118,13,8,49
119,8,8,49
120,4,11,49
121,9,5,50
122,4,6,50
123,3,23,50
124,7,6,51
125,6,9,51
126,3,14,51
127,3,13,51
128,10,8,52
129,4,11,52
130,5,12,53
131,3,17,53
132,2,26,53
133,7,11,54
134,6,13,55
135,12,4,56
136,7,7,56
137,9,4,57
138,3,32,57
139,5,6,58
140,4,26,59
141,6,13,60
142,3,20,60
143,6,6,61
144,4,24,61
145,2,16,61
146,4,18,62
147,2,12,62
148,13,5,63
149,8,15,63
150,9,5,64
151,8,10,64
152,3,27,64
153,6,5,65
154,4,7,65
155,3,28,65
156,3,29,66
157,2,22,66
158,2,19,66
159,4,11,67
160,3,28,67
161,13,7,68
162,12,7,68
163,4,30,68
164,4,6,68
165,4,31,69
166,4,25,69
167,3,23,69
168,2,23,69
169,13,8,70
170,3,20,70
171,3,19,70
172,4,23,71
173,5,6,72
174,9,6,73
175,7,8,73
176,3,30,73
177,6,4,74
178,2,31,74
