ID,WIDTH,HEIGHT,GROUP
0,9,6,0
1,4,27,0
2,7,5,1
3,13,5,2
4,6,8,2
5,2,31,2
6,14,8,3
7,7,14,3
8,7,5,3
9,8,8,4
10,7,8,5
11,8,16,6
12,8,12,6
13,2,29,6
14,7,4,7
15,6,16,7
16,11,5,8
17,7,16,8
18,7,14,9
19,7,8,9
20,4,9,10
21,7,5,11
22,3,26,11
23,2,25,11
24,10,7,12
25,7,7,13
26,3,17,13
27,2,17,13
28,6,4,14
29,10,7,15
30,3,28,15
31,13,6,16
32,15,6,17
33,6,12,17
34,4,25,17
35,4,20,18
36,13,4,19
37,7,11,19
38,3,21,19
39,8,7,20
40,7,10,20
41,3,29,20
42,14,4,21
43,10,5,21
44,3,24,21
45,10,6,22
46,7,7,22
47,2,23,22
48,15,8,23
49,3,26,23
50,13,4,24
51,7,7,24
52,6,10,25
53,3,13,25
54,2,28,25
55,10,5,26
56,8,5,26
57,7,13,26
58,8,8,27
59,7,7,27
60,3,31,27
61,4,27,28
