        20       100       100
      1496        44        34         2
       592        37        16        12
       559        43        13         6
      1980        44        45         3
       738        41        18         6
       336        24        14        10
      1485        33        45         4
      1269        47        27         3
      1008        42        24         7
       495        15        33        17
      1410        47        30         6
       396        12        33        14
      1800        45        40         1
       130        10        13        22
      1394        34        41         4
      1144        26        44         1
       988        38        26         5
       644        14        46        10
       989        43        23         7
       792        44        18         6
