        20       100       100
       645        43        15         2
       434        31        14        16
       288        24        12        20
       957        29        33         3
       884        26        34         4
      1372        49        28         6
       470        47        10         3
       330        22        15         6
       696        29        24        11
       390        13        30        19
       260        10        26         3
       572        26        22        12
       390        26        15        12
       602        43        14         1
       851        23        37         6
       693        33        21         8
       425        25        17         4
       240        15        16        17
       624        13        48         2
       455        35        13        11
