        20       100       100
      1040        40        26         2
       900        45        20         8
       651        21        31         3
       690        30        23        11
      1312        32        41         1
      1530        34        45         3
      1184        32        37         1
      1428        42        34         3
       960        30        32         8
      1628        44        37         1
       340        17        20        17
       720        16        45         8
       648        18        36         6
      1628        44        37         4
      1536        48        32         4
       451        11        41        16
       828        46        18         4
      1408        32        44         4
       990        22        45         4
       518        37        14         3
