        20       100       100
       204        12        17        10
       160        10        16        19
      1634        43        38         4
       176        11        16        41
      1617        49        33         2
      1102        29        38         2
      1269        47        27         3
      1968        48        41         1
      1073        37        29         6
      1029        49        21         4
       782        17        46         7
      1008        24        42         1
       312        26        12         9
       352        16        22         9
      1519        49        31         2
       360        18        20        12
       645        43        15         9
      1269        27        47         5
       407        11        37        10
      2303        49        47         1
