        20       100       100
       946        22        43         1
      1288        28        46         2
       560        14        40         8
       702        18        39         4
       595        35        17         5
       950        38        25         5
       702        18        39         8
      1035        45        23         5
       518        14        37        11
      1107        41        27         5
       494        38        13        11
       945        27        35         4
      2070        45        46         2
       621        27        23         7
      1845        45        41         2
       792        33        24         4
       253        11        23        13
       736        23        32        11
       792        24        33         5
       780        30        26         4
