ID,WIDTH,HEIGHT,PROFIT,COPIES
0,282,298,84036,4
1,177,209,36993,1
2,222,325,72150,2
3,290,313,90770,1
4,247,324,80028,2
5,135,249,33615,2
6,209,366,76494,2
7,183,356,65148,2
8,168,377,63336,2
9,191,316,60356,1
10,120,453,54360,4
11,251,399,100149,2
12,286,564,161304,1
13,261,325,84825,1
14,374,573,214302,2
15,384,631,242304,2
16,266,291,77406,2
17,201,287,57687,3
18,314,366,114924,2
19,273,680,185640,4
20,294,449,132006,2
21,280,673,188440,4
22,291,291,84681,2
23,227,589,133703,12
24,220,348,76560,2
25,182,589,107198,4
26,149,262,39038,2
27,255,586,149430,1
28,299,474,141726,2
29,140,722,101080,6
30,124,578,71672,6
31,105,362,38010,1
32,101,163,16463,3
33,174,182,31668,1
34,201,375,75375,1
35,138,462,63756,1
36,160,253,40480,1
37,311,674,209614,1
38,167,524,87508,1
39,196,441,86436,1
40,437,411,179607,4
41,250,354,88500,2
42,202,363,73326,4
43,150,698,104700,2
44,97,585,56745,2
45,78,140,10920,1
46,249,393,97857,2
47,179,383,68557,4
48,150,605,90750,8
49,224,630,141120,4
50,172,644,110768,2
51,137,647,88639,2
52,130,618,80340,2
53,127,340,43180,2
54,275,713,196075,1
55,208,399,82992,1
56,448,438,196224,2
57,110,308,33880,5
58,157,621,97497,4
59,155,415,64325,3
60,150,321,48150,1
61,198,261,51678,1
62,180,218,39240,1
63,71,341,24211,1
64,217,750,162750,4
65,236,229,54044,4
66,220,245,53900,1
67,86,459,39474,4
68,82,429,35178,2
69,137,360,49320,2
70,291,570,165870,1
71,163,360,58680,3
72,152,686,104272,2
73,131,502,65762,2
74,147,255,37485,1
75,249,625,155625,1
76,73,696,50808,1
77,190,585,111150,2
78,161,356,57316,2
79,137,309,42333,10
80,146,156,22776,1
81,126,487,61362,2
82,108,437,47196,2
83,232,553,128296,1
84,143,296,42328,3
85,194,442,85748,1
86,288,308,88704,2
87,141,264,37224,4
88,124,473,58652,2
89,142,565,80230,2
90,178,342,60876,2
91,222,472,104784,1
92,146,776,113296,1
93,210,227,47670,1
94,248,476,118048,1
95,220,430,94600,1
96,158,200,31600,1
97,94,374,35156,2
98,228,456,103968,1
99,164,538,88232,2
