ID,WIDTH,HEIGHT,PROFIT,COPIES
0,115,190,21850,1
1,123,308,37884,1
2,107,281,30067,1
3,201,291,58491,2
4,74,336,24864,2
5,85,319,27115,2
6,79,183,14457,6
7,90,332,29880,1
8,44,396,17424,1
9,99,312,30888,4
10,56,278,15568,10
11,91,237,21567,2
12,114,117,13338,1
13,99,272,26928,1
14,61,111,6771,1
15,83,148,12284,1
16,87,244,21228,1
17,93,259,24087,3
18,96,258,24768,2
19,70,252,17640,2
20,48,183,8784,3
21,61,216,13176,2
22,57,247,14079,2
23,61,225,13725,2
24,129,206,26574,1
25,90,171,15390,1
26,77,164,12628,8
27,70,77,5390,2
28,62,70,4340,1
29,67,154,10318,4
30,98,181,17738,2
31,54,101,5454,1
32,73,231,16863,2
33,84,188,15792,4
34,96,166,15936,4
35,79,354,27966,2
36,53,191,10123,2
37,74,192,14208,8
38,83,160,13280,2
39,129,196,25284,5
40,91,98,8918,1
41,111,196,21756,1
42,86,177,15222,2
43,86,117,10062,6
44,81,115,9315,4
45,63,107,6741,1
46,185,235,43475,1
47,181,264,47784,1
48,153,138,21114,5
49,71,236,16756,2
