ID,WIDTH,HEIGHT,GROUP
0,7,48,0
1,25,11,1
2,15,13,2
3,11,14,2
4,18,18,2
5,37,20,3
6,2,2,4
7,72,16,4
8,48,9,4
9,13,14,5
10,12,22,5
11,28,15,5
12,10,2,5
13,7,24,6
14,10,35,6
15,13,48,6
16,25,8,7
17,26,94,8
18,18,17,8
19,6,9,8
20,27,11,9
21,13,21,9
22,28,15,9
23,37,12,9
24,22,37,10
25,14,10,10
26,19,34,10
27,18,41,10
28,26,4,11
29,7,18,11
30,12,29,11
31,8,12,11
32,60,14,12
33,33,11,13
34,24,52,13
35,12,7,13
36,5,34,13
37,20,26,14
38,42,26,15
39,23,19,16
40,28,7,16
41,4,15,17
42,8,7,17
43,97,21,17
44,21,12,18
45,11,7,18
46,7,5,18
47,9,26,18
48,7,17,19
49,9,9,19
50,3,5,19
51,6,13,20
52,23,9,20
53,30,10,21
54,2,3,21
55,20,29,21
56,23,98,22
57,3,10,23
58,42,22,23
59,21,26,23
60,3,16,24
61,5,12,24
62,31,14,25
63,14,26,25
64,2,8,25
65,52,34,26
66,1,6,27
67,62,9,28
68,42,32,28
69,5,2,29
70,15,11,29
71,5,24,30
72,13,29,30
73,14,28,30
74,3,6,31
75,13,10,31
76,15,36,31
77,35,14,31
78,13,45,31
79,6,14,31
80,46,7,31
81,29,7,32
82,7,19,32
83,15,26,33
84,1,1,33
85,9,5,33
86,7,14,33
87,16,79,34
88,22,6,35
89,50,11,36
90,11,36,36
91,14,28,36
92,26,23,36
93,2,4,37
94,76,13,37
95,21,20,37
96,20,31,37
