ID,WIDTH,HEIGHT,GROUP
0,26,4,0
1,4,10,1
2,11,4,1
3,10,10,1
4,4,22,2
5,57,11,2
6,5,24,2
7,60,21,3
8,2,3,4
9,6,8,4
10,2,13,4
11,23,4,4
12,48,16,4
13,17,5,5
14,14,83,5
15,8,11,6
16,11,17,6
17,28,9,6
18,36,12,7
19,58,11,7
20,6,19,7
21,8,35,8
22,28,22,8
23,26,58,9
24,4,23,10
25,36,24,11
26,9,38,11
27,7,18,11
28,20,7,12
29,16,28,12
30,22,5,12
31,14,3,13
32,32,10,13
33,18,100,13
34,9,6,13
35,30,18,14
36,5,17,14
37,53,13,15
38,52,10,16
39,17,35,16
40,38,9,16
41,88,26,16
42,20,7,17
43,17,10,17
44,17,12,17
45,8,3,17
46,36,103,18
47,9,9,18
48,6,3,18
49,25,10,18
50,23,83,19
51,13,75,19
52,22,6,20
53,11,9,20
54,26,7,20
55,33,13,20
56,23,29,21
57,30,11,21
58,43,27,22
59,36,21,22
60,62,9,22
61,10,35,23
62,61,11,24
63,7,35,25
64,90,30,25
65,41,9,25
66,10,3,25
67,31,26,26
68,6,1,27
69,106,25,27
70,18,37,28
71,32,23,28
72,14,64,28
