ID,WIDTH,HEIGHT,GROUP
0,28,65,0
1,22,47,1
2,22,12,1
3,8,12,1
4,59,30,2
5,46,13,2
6,30,8,2
7,21,27,2
8,18,16,3
9,26,4,3
10,19,21,3
11,24,17,4
12,22,9,4
13,10,16,5
14,23,31,5
15,30,56,5
16,26,14,6
17,25,6,6
18,16,5,6
19,36,91,6
20,12,46,6
21,19,31,6
22,15,64,7
23,12,63,7
24,2,7,8
25,7,28,9
26,8,14,9
27,14,4,9
28,50,62,9
29,30,7,9
30,11,8,9
31,6,10,9
32,14,17,10
33,12,36,10
34,18,14,10
35,18,78,11
36,61,13,11
37,8,33,12
38,6,19,13
39,7,3,14
40,62,12,14
41,5,15,14
42,3,20,14
43,18,3,14
44,26,13,15
45,11,29,15
46,40,13,15
47,8,3,16
48,14,30,17
49,27,26,17
50,8,13,17
51,9,19,17
52,21,17,17
53,37,6,17
54,7,33,18
55,19,9,19
56,4,4,20
57,16,26,21
58,8,16,22
59,57,37,22
60,4,7,22
61,83,16,22
62,15,22,23
63,66,25,24
64,18,14,24
65,39,25,25
66,5,6,25
67,16,13,25
68,43,34,26
69,30,51,27
70,7,6,27
71,6,19,27
72,9,50,28
