ID,WIDTH,HEIGHT,GROUP
0,13,5,0
1,10,22,0
2,44,9,1
3,6,20,1
4,9,7,1
5,7,2,1
6,10,13,1
7,11,3,2
8,26,7,2
9,12,5,2
10,6,37,3
11,18,13,3
12,19,4,4
13,17,17,4
14,2,13,4
15,2,3,4
16,4,17,4
17,7,11,5
18,28,23,5
19,19,11,6
20,10,23,6
21,23,6,6
22,13,35,6
23,12,20,6
24,16,19,7
25,3,10,8
26,44,8,9
27,51,8,9
28,6,21,9
29,11,9,9
30,8,42,9
31,24,8,10
32,29,9,11
33,7,3,11
34,4,16,12
35,11,18,12
36,11,8,12
37,19,3,13
38,12,12,13
39,16,7,13
40,8,41,13
41,51,16,14
42,4,8,14
43,26,9,14
44,52,9,15
45,9,33,16
46,31,13,17
47,15,6,17
48,35,7,18
49,25,6,18
50,18,12,19
51,35,8,19
52,10,35,20
53,13,10,20
54,10,6,20
55,2,6,21
56,20,9,22
57,6,3,22
58,13,8,22
59,6,24,23
60,6,4,24
61,13,34,24
62,20,5,25
63,42,19,26
64,44,11,27
65,13,8,28
66,9,6,28
67,17,15,28
68,9,9,29
69,10,40,29
70,4,3,30
71,22,38,30
72,8,10,31
73,9,36,31
74,5,11,31
75,31,23,31
76,18,37,32
77,8,3,32
78,28,15,32
79,6,2,32
80,8,15,32
81,15,6,33
82,27,10,33
83,8,45,33
84,8,11,34
85,50,8,34
86,3,20,34
87,40,8,34
88,3,10,35
89,2,2,36
90,4,8,36
91,7,15,36
92,3,9,37
93,6,2,37
94,18,9,38
95,6,21,38
96,5,9,38
97,31,5,39
98,7,9,40
99,12,17,40
100,7,6,41
101,5,22,42
102,7,13,43
103,10,31,43
104,5,6,43
105,52,11,44
106,4,7,44
107,20,34,44
108,2,11,44
109,7,28,44
110,15,18,45
111,54,8,46
112,14,8,46
113,2,8,46
114,4,11,47
115,10,6,47
116,13,4,47
117,4,3,48
118,11,24,48
119,12,13,48
120,21,8,48
121,7,2,49
122,11,8,50
123,7,12,50
124,13,26,50
125,49,11,50
126,6,18,50
127,5,4,51
128,18,13,52
129,11,18,52
130,14,21,52
131,10,19,52
132,3,8,53
133,9,11,53
134,8,10,53
135,11,11,53
136,21,4,53
137,8,19,53
138,6,24,54
139,6,31,54
140,42,6,54
141,3,15,54
142,4,22,54
143,12,46,55
144,26,14,55
145,7,8,55
146,8,17,56
147,12,9,56
148,42,18,56
149,18,5,56
150,3,9,56
151,2,4,56
152,5,24,57
153,7,13,57
154,2,6,58
155,40,9,58
156,7,3,59
157,29,40,59
158,15,28,59
159,11,12,60
160,7,7,61
161,14,7,61
162,16,22,61
163,7,6,61
164,18,11,62
165,11,7,62
166,2,7,62
167,19,20,63
168,13,13,63
169,2,4,63
170,10,14,64
171,10,9,64
172,15,18,64
173,6,22,65
174,49,13,66
175,15,15,66
176,40,7,66
177,2,8,66
178,2,2,67
179,8,6,67
180,30,6,68
181,15,88,69
182,3,3,70
183,9,3,71
184,26,19,72
185,50,8,73
186,20,11,73
187,12,9,74
188,8,21,75
189,23,8,76
190,27,26,76
191,7,45,76
192,12,22,76
193,13,5,77
194,26,6,77
195,6,18,78
196,7,3,78
197,12,20,78
198,15,15,78
