ID,WIDTH,HEIGHT,GROUP
0,6,16,0
1,19,18,0
2,2,5,0
3,5,8,0
4,101,19,0
5,10,2,1
6,7,32,1
7,1,4,1
8,21,21,2
9,4,18,2
10,37,11,2
11,20,10,2
12,12,47,3
13,17,16,3
14,2,13,3
15,11,11,3
16,2,12,4
17,10,20,4
18,25,7,4
19,31,14,5
20,30,74,5
21,13,2,5
22,22,40,6
23,12,44,7
24,48,11,8
25,27,27,9
26,19,9,9
27,26,12,10
28,8,34,10
29,7,18,10
30,11,62,11
31,7,16,12
32,17,76,12
33,3,9,12
34,9,16,13
35,12,12,13
36,39,21,14
37,8,25,14
38,36,6,14
39,36,7,14
40,14,78,15
41,19,16,16
42,12,19,16
43,5,19,16
44,20,22,16
45,15,40,16
46,6,1,16
47,71,35,16
48,19,4,17
49,19,3,17
50,2,1,17
51,3,4,18
52,7,3,18
53,17,35,19
54,23,24,19
55,14,15,19
56,4,8,19
57,12,6,20
58,12,18,20
59,6,2,20
60,5,19,21
61,5,22,21
62,66,16,22
63,37,49,22
64,10,8,22
65,4,1,22
66,12,7,23
67,50,16,23
68,20,8,23
69,1,3,23
70,8,19,24
71,2,9,24
72,10,22,24
73,9,16,24
74,18,7,24
75,11,32,25
76,11,11,25
77,9,15,25
78,10,13,25
79,15,35,26
80,29,37,27
81,70,20,28
82,22,18,29
83,25,4,30
84,68,16,31
85,5,14,32
86,1,2,32
87,5,25,32
88,14,37,33
89,9,29,33
90,1,3,34
91,7,40,34
92,105,32,35
93,15,80,36
94,18,8,36
95,7,26,37
96,17,76,37
