ID,WIDTH,HEIGHT,GROUP
0,21,19,0
1,47,18,0
2,1,5,1
3,12,11,1
4,5,9,2
5,28,30,2
6,4,5,2
7,27,27,2
8,6,15,2
9,18,58,2
10,20,20,3
11,4,18,3
12,9,30,3
13,8,19,3
14,5,24,4
15,3,10,4
16,3,6,4
17,7,6,5
18,11,11,5
19,42,12,5
20,25,5,6
21,11,8,6
22,8,12,6
23,22,22,6
24,22,32,6
25,7,4,7
26,16,8,8
27,18,4,8
28,18,102,8
29,10,3,8
30,2,8,9
31,5,5,10
32,10,2,10
33,37,13,11
34,3,8,11
35,5,2,11
36,24,9,12
37,3,1,12
38,12,42,13
39,8,2,13
40,4,10,14
41,1,1,14
42,2,12,14
43,20,16,14
44,6,13,15
45,1,6,15
46,11,27,15
47,6,41,15
48,21,9,16
49,16,11,17
50,11,18,17
51,53,17,18
52,13,5,19
53,9,20,19
54,5,6,19
55,10,31,20
56,4,6,20
57,5,2,21
58,21,8,21
59,13,8,22
60,6,5,23
61,17,8,23
62,6,22,24
63,2,13,24
64,1,2,24
65,5,4,24
66,34,13,24
67,15,21,24
68,23,7,24
69,15,4,25
70,8,22,25
71,17,7,26
72,20,9,26
73,14,19,27
74,7,24,27
75,31,9,27
76,80,16,27
77,4,8,28
78,5,21,29
79,2,11,29
80,18,12,29
81,2,2,29
82,2,4,30
83,2,10,30
84,2,9,30
85,10,14,31
86,43,7,31
87,5,6,32
88,2,11,32
89,8,18,32
90,15,13,33
91,15,5,33
92,14,18,33
93,24,6,34
94,6,1,35
95,30,10,36
96,3,20,37
97,2,9,38
98,5,16,38
99,35,19,39
100,3,13,39
101,7,5,39
102,17,57,40
103,32,13,40
104,2,11,40
105,11,11,41
106,10,8,41
107,11,9,41
108,6,10,41
109,14,37,42
110,8,10,42
111,3,11,42
112,12,16,42
113,9,7,43
114,6,14,44
115,16,8,44
116,6,4,45
117,15,6,46
118,7,17,46
119,11,12,46
120,7,38,46
121,5,8,47
122,13,11,47
123,18,4,48
124,3,5,48
125,12,33,48
126,25,6,49
127,39,12,50
128,3,1,50
129,5,5,51
130,40,10,52
131,6,25,52
132,26,4,52
133,16,13,52
134,36,8,53
135,9,3,53
136,9,2,54
137,31,8,55
138,17,4,55
139,3,8,56
140,11,7,56
141,12,43,56
142,3,3,57
143,15,47,58
144,12,7,58
145,64,23,58
146,27,5,58
147,25,26,59
148,10,4,59
149,8,17,59
150,8,13,59
151,7,4,60
152,6,38,60
153,13,2,60
154,15,7,60
155,14,52,61
156,43,7,62
157,43,7,63
158,36,6,63
159,19,15,64
160,6,16,64
161,2,13,64
162,1,5,64
163,12,2,65
164,42,15,66
165,11,2,66
166,16,3,66
167,16,11,66
168,12,16,66
169,24,7,66
170,8,14,66
171,14,25,66
172,4,18,67
173,21,5,67
174,8,18,68
175,10,9,69
176,9,4,69
177,8,37,69
178,18,15,69
179,32,15,70
180,18,29,70
181,4,15,70
182,2,9,70
183,2,9,71
184,4,6,71
185,22,12,72
186,3,7,73
187,3,4,73
188,4,19,74
189,26,10,74
190,73,15,74
191,7,11,74
192,4,4,74
193,16,11,74
194,5,2,75
195,5,15,76
196,57,10,77
