ID,WIDTH,HEIGHT,GROUP
0,21,26,0
1,17,25,0
2,21,102,1
3,15,72,2
4,48,13,3
5,9,6,4
6,20,10,5
7,8,5,5
8,11,17,6
9,11,3,6
10,23,32,6
11,11,9,7
12,56,39,8
13,5,18,8
14,27,22,8
15,66,23,8
16,30,5,9
17,64,10,9
18,6,35,10
19,4,8,10
20,50,27,10
21,6,22,11
22,6,14,11
23,12,9,11
24,6,2,11
25,22,4,12
26,4,6,12
27,15,4,12
28,6,37,12
29,25,36,12
30,67,11,13
31,22,8,13
32,3,16,14
33,15,3,14
34,10,23,14
35,33,17,15
36,58,12,15
37,58,14,15
38,49,16,16
39,6,25,17
40,9,51,17
41,37,12,17
42,5,14,17
43,7,7,17
44,26,110,18
45,32,7,18
46,16,26,18
47,25,21,19
48,35,9,19
49,9,61,20
50,47,7,20
51,56,21,20
52,23,10,20
53,8,7,21
54,4,18,21
55,8,5,21
56,5,18,21
57,16,11,22
58,10,9,22
59,10,20,22
60,8,20,23
61,22,54,23
62,34,12,23
63,10,11,23
64,18,12,24
65,9,4,24
66,16,11,25
67,3,3,25
68,8,41,26
69,15,19,27
70,8,12,28
71,14,4,28
72,11,4,29
73,2,9,29
74,68,12,30
75,109,18,30
76,3,12,30
77,5,7,31
78,39,9,31
79,51,11,31
80,7,12,32
81,16,12,32
82,7,23,32
83,15,47,33
84,5,8,33
85,20,12,34
86,38,19,34
87,14,14,34
88,6,6,35
89,3,1,35
90,26,16,36
91,6,28,36
92,44,13,36
93,11,11,37
94,9,18,37
95,99,21,37
96,13,3,37
