ID,WIDTH,HEIGHT,GROUP
0,3,1,0
1,16,10,0
2,10,14,1
3,6,5,1
4,18,5,2
5,5,10,3
6,9,19,4
7,7,5,5
8,6,4,5
9,21,9,6
10,3,10,6
11,8,2,6
12,20,3,6
13,1,3,6
14,11,38,7
15,2,3,8
16,22,4,8
17,3,4,8
18,14,15,9
19,11,5,9
20,25,7,9
21,14,53,10
22,6,6,10
23,6,1,10
24,5,14,11
25,15,50,11
26,9,5,12
27,27,9,12
28,10,16,12
29,4,2,13
30,31,9,14
31,3,16,14
32,6,41,15
33,7,3,15
34,5,5,15
35,7,10,15
36,26,37,16
37,16,32,17
38,7,10,17
39,20,29,18
40,18,5,18
41,35,8,19
42,48,9,20
43,3,4,20
44,2,7,20
45,11,6,20
46,93,18,20
47,4,4,21
48,5,10,21
49,4,6,21
50,38,22,22
51,6,6,22
52,2,9,23
53,8,33,23
54,22,10,23
55,7,13,24
56,1,1,24
57,12,54,24
58,8,3,24
59,11,14,25
60,10,21,25
61,7,4,25
62,6,20,25
63,1,4,26
64,11,51,27
65,10,6,27
66,11,5,28
67,8,2,28
68,16,49,28
69,13,8,29
70,9,8,30
71,19,10,31
72,15,9,31
73,7,9,31
74,17,3,31
75,13,4,32
76,10,56,32
77,2,12,32
78,8,5,32
79,7,6,33
80,17,4,34
81,10,11,34
82,18,10,34
83,8,7,34
84,7,2,34
85,2,4,35
86,11,3,35
87,8,5,36
88,17,18,36
89,18,5,36
90,2,6,37
91,11,4,38
92,15,9,38
93,5,10,39
94,16,7,39
95,46,9,40
96,9,17,40
97,6,3,40
98,12,8,40
99,20,37,40
100,13,3,40
101,11,14,40
102,7,47,41
103,16,29,42
104,5,32,43
105,21,11,44
106,42,21,44
107,27,16,45
108,2,12,45
109,17,15,46
110,24,8,47
111,27,61,47
112,6,12,47
113,16,19,47
114,3,6,48
115,9,6,49
116,5,17,49
117,26,18,50
118,2,1,50
119,10,8,50
120,13,11,50
121,6,1,50
122,13,4,50
123,12,14,51
124,2,6,52
125,76,23,52
126,6,3,53
127,1,6,53
128,14,21,53
129,12,67,53
130,15,5,53
131,4,5,53
132,16,12,54
133,16,23,54
134,53,28,54
135,13,5,54
136,7,11,55
137,7,2,55
138,10,26,56
139,5,7,56
140,19,9,56
141,1,3,57
142,17,26,58
143,32,5,58
144,5,31,59
145,24,9,59
146,8,30,60
147,13,3,60
148,1,1,61
149,3,3,61
150,7,11,62
151,9,2,62
152,5,14,63
153,5,3,63
154,15,26,63
155,4,7,64
156,2,6,64
157,6,2,65
158,16,41,65
159,93,14,65
160,12,10,65
161,6,4,66
162,9,27,67
163,9,20,67
164,16,44,67
165,6,7,67
166,12,48,68
167,2,2,68
168,6,13,69
169,11,25,69
170,5,7,69
171,6,1,70
172,11,18,70
173,50,11,71
174,17,5,71
175,5,11,72
176,2,8,72
177,29,8,72
178,6,7,73
179,3,8,73
180,34,7,73
181,4,14,73
182,16,37,74
183,2,9,74
184,8,22,74
185,25,12,74
186,10,29,74
187,3,16,74
188,26,8,74
189,17,16,75
190,4,27,75
191,13,3,75
192,2,2,76
193,14,33,76
194,2,1,76
195,19,5,76
196,6,36,77
