ID,WIDTH,HEIGHT,GROUP
0,21,12,0
1,6,2,0
2,131,23,1
3,9,33,2
4,24,108,2
5,1,3,2
6,17,4,3
7,36,48,3
8,17,37,3
9,13,25,4
10,45,39,4
11,10,36,4
12,17,46,5
13,8,10,6
14,13,5,6
15,4,16,6
16,36,23,6
17,65,19,6
18,35,13,6
19,11,23,7
20,4,27,7
21,40,18,7
22,28,99,8
23,28,7,8
24,43,10,9
25,22,14,9
26,49,38,10
27,7,8,11
28,53,28,11
29,57,18,11
30,46,12,12
31,10,10,12
32,57,30,12
33,24,15,13
34,56,11,13
35,57,27,14
36,25,48,14
37,11,18,15
38,21,13,15
39,11,48,15
40,23,35,16
41,48,43,16
42,94,29,16
43,24,5,17
44,10,13,17
45,21,30,17
46,9,51,17
47,32,69,18
48,2,12,18
