ID,WIDTH,HEIGHT,GROUP
0,3,13,0
1,9,15,0
2,23,4,0
3,19,14,0
4,51,8,0
5,28,96,0
6,14,35,1
7,10,18,2
8,13,88,3
9,5,19,3
10,14,60,3
11,8,47,3
12,3,2,3
13,34,6,4
14,79,16,5
15,4,9,5
16,49,8,6
17,21,41,6
18,54,12,7
19,15,21,7
20,23,68,7
21,69,27,7
22,9,8,8
23,19,49,9
24,4,2,9
25,31,7,9
26,17,58,10
27,30,9,10
28,7,23,11
29,8,23,11
30,42,11,12
31,13,5,12
32,26,7,12
33,90,30,13
34,18,29,13
35,12,32,14
36,42,11,14
37,33,22,14
38,61,22,14
39,5,16,15
40,20,28,15
41,35,23,15
42,27,12,16
43,16,24,16
44,18,55,16
45,4,23,17
46,11,4,18
47,4,11,18
48,14,59,18
49,4,8,19
50,30,19,19
51,9,3,20
52,9,31,20
53,9,12,20
54,81,21,21
55,37,9,21
56,1,5,21
57,65,13,21
58,25,9,22
59,10,3,22
60,30,9,22
61,27,49,23
62,39,23,24
63,18,16,24
64,58,20,25
65,42,10,25
66,23,86,25
67,91,14,25
68,5,23,26
69,18,10,27
70,5,20,27
71,9,3,27
72,4,21,28
