ID,WIDTH,HEIGHT,GROUP
0,16,41,0
1,12,11,0
2,2,13,0
3,9,26,1
4,24,10,1
5,20,58,1
6,11,4,2
7,27,13,2
8,7,12,2
9,16,27,3
10,2,3,4
11,82,14,4
12,13,35,4
13,4,1,5
14,43,14,6
15,18,22,6
16,17,23,7
17,1,3,7
18,64,17,8
19,9,42,8
20,11,23,9
21,38,19,9
22,47,68,9
23,10,34,9
24,20,18,10
25,12,15,11
26,8,34,12
27,29,20,13
28,12,3,13
29,13,39,13
30,25,19,13
31,11,53,13
32,7,31,13
33,9,30,14
34,25,74,14
35,42,11,14
36,4,21,15
37,33,5,15
38,16,30,16
39,52,14,17
40,11,23,17
41,30,27,18
42,15,7,18
43,20,56,18
44,17,57,18
45,11,12,19
46,52,17,19
47,17,11,19
48,28,14,20
49,7,45,20
50,63,12,20
51,15,31,21
52,7,11,21
53,24,76,21
54,4,27,21
55,25,4,22
56,18,43,23
57,20,8,23
58,32,32,23
59,20,30,23
60,31,17,23
61,40,73,24
62,6,10,24
63,36,7,25
64,34,9,25
65,12,26,25
66,55,12,26
67,14,35,27
68,15,81,28
69,18,22,28
70,97,16,28
71,8,40,28
72,23,15,28
