ID,WIDTH,HEIGHT,GROUP
0,17,25,0
1,32,24,0
2,35,20,0
3,15,63,1
4,82,12,1
5,8,32,1
6,17,45,2
7,4,17,2
8,25,5,2
9,16,3,2
10,9,12,3
11,4,26,3
12,22,22,4
13,28,9,4
14,5,13,4
15,49,15,5
16,7,9,5
17,2,7,5
18,40,9,5
19,14,9,6
20,8,3,6
21,10,38,6
22,9,16,7
23,20,5,7
24,26,7,8
25,20,4,8
26,79,17,9
27,25,22,9
28,5,10,9
29,30,10,9
30,6,13,10
31,7,10,10
32,18,90,11
33,7,29,11
34,7,2,11
35,13,13,11
36,8,20,11
37,10,12,12
38,18,5,12
39,4,2,12
40,17,41,13
41,14,73,13
42,11,44,14
43,6,11,14
44,22,8,14
45,12,13,15
46,10,12,15
47,23,9,16
48,39,8,16
49,55,8,16
50,63,18,17
51,35,11,18
52,49,14,19
53,33,5,20
54,3,18,20
55,87,30,20
56,7,27,21
57,8,12,21
58,47,16,21
59,108,19,22
60,8,7,22
61,4,8,22
62,18,11,22
63,24,23,22
64,66,11,22
65,23,89,23
66,9,2,23
67,48,13,24
68,1,1,25
69,12,30,26
70,10,20,27
71,8,36,27
72,9,6,27
73,4,1,27
74,74,26,28
75,67,16,28
76,22,14,29
77,5,16,30
78,3,20,30
79,17,11,30
80,10,32,31
81,21,48,31
82,22,6,31
83,3,4,32
84,5,26,32
85,1,4,32
86,9,11,32
87,31,11,32
88,12,10,33
89,3,13,33
90,1,6,33
91,28,40,34
92,16,16,34
93,7,19,35
94,23,9,36
95,19,106,37
96,35,11,37
