ID,WIDTH,HEIGHT,GROUP
0,678,414,0
1,446,327,1
2,459,528,2
3,276,660,3
4,479,606,4
5,604,519,5
6,264,594,6
7,644,465,7
8,483,532,7
9,467,679,7
10,273,526,8
11,625,568,8
12,554,549,9
13,486,320,10
14,434,622,11
15,668,506,12
16,482,640,13
17,290,605,14
18,546,590,15
19,417,300,16
20,716,640,17
21,349,566,18
22,728,359,19
23,465,590,20
24,734,616,21
25,405,635,22
26,583,421,23
27,426,579,24
28,254,685,25
29,537,355,26
30,446,433,27
31,656,278,27
32,745,422,28
33,277,426,28
34,543,290,28
35,599,269,28
36,614,585,28
37,268,352,29
38,729,723,29
39,439,281,29
40,634,596,30
41,572,665,31
42,324,512,32
43,321,520,33
44,382,323,34
45,339,405,35
46,542,400,36
47,497,696,37
48,746,596,38
49,392,491,39
