ID,PROFIT,WIDTH,HEIGHT,COPIES
0,340,17,20,9
1,1480,37,40,4
2,900,25,36,1
3,1505,43,35,4
4,528,16,33,6
5,2254,46,49,1
6,540,30,18,4
7,1248,48,26,4
8,660,22,30,9
9,348,29,12,3
10,899,29,31,6
11,324,18,18,19
12,825,25,33,6
13,1085,35,31,5
14,1760,40,44,1
15,2016,42,48,4
16,1496,44,34,1
17,1890,42,45,4
18,350,35,10,13
19,551,19,29,6
20,741,39,19,4
21,400,20,20,8
22,272,17,16,24
23,660,20,33,2
24,1892,44,43,1
25,1920,40,48,4
26,1519,31,49,3
27,360,30,12,14
28,1269,47,27,6
29,176,11,16,36
30,392,14,28,18
31,532,14,38,11
32,192,16,12,28
33,575,23,25,12
34,936,39,24,6
35,1053,39,27,3
36,1440,40,36,1
37,360,10,36,7
38,800,40,20,9
39,1584,33,48,5
40,624,24,26,2
41,672,42,16,9
42,544,17,32,2
43,1536,32,48,1
44,234,18,13,35
45,456,38,12,7
46,850,25,34,6
47,836,44,19,5
48,468,39,12,10
49,546,13,42,14
