ID,PROFIT,WIDTH,HEIGHT,COPIES
0,304,16,19,18
1,338,13,26,9
2,330,33,10,21
3,1872,39,48,1
4,1170,45,26,2
5,455,35,13,12
6,1023,33,31,5
7,630,21,30,7
8,615,15,41,11
9,1035,23,45,7
10,209,19,11,44
11,980,49,20,4
12,476,28,17,15
13,1271,41,31,6
14,450,15,30,17
15,1029,21,49,5
16,310,10,31,28
17,1320,40,33,5
18,1170,45,26,3
19,462,33,14,14
20,432,12,36,12
21,494,38,13,9
22,330,30,11,23
23,434,14,31,4
24,528,22,24,6
25,738,18,41,10
26,1591,43,37,1
27,1496,44,34,2
28,450,18,25,5
29,1715,35,49,3
30,1104,24,46,3
31,2209,47,47,3
32,1155,35,33,2
33,432,18,24,14
34,330,30,11,1
35,1221,33,37,2
36,798,19,42,7
37,658,47,14,2
38,1312,41,32,5
39,1800,40,45,4
40,345,15,23,17
41,684,19,36,1
42,578,34,17,5
43,612,34,18,1
44,756,28,27,9
45,684,18,38,2
46,612,36,17,9
47,1305,45,29,5
48,861,21,41,5
49,686,49,14,10
