ID,PROFIT,WIDTH,HEIGHT,COPIES
0,560,40,14,5
1,374,11,34,6
2,1152,36,32,1
3,990,30,33,4
4,600,24,25,13
5,855,19,45,2
6,1568,32,49,6
7,760,40,19,3
8,858,22,39,3
9,1295,35,37,3
10,1120,40,28,1
11,1150,25,46,4
12,300,12,25,7
13,1960,49,40,1
14,992,32,31,8
15,1364,44,31,3
16,609,21,29,9
17,720,20,36,8
18,1280,40,32,4
19,572,22,26,12
20,420,14,30,20
21,960,24,40,5
22,1176,28,42,6
23,396,33,12,7
24,1472,46,32,6
25,1134,42,27,5
26,1333,31,43,5
27,176,16,11,38
28,1632,34,48,1
29,1258,37,34,1
30,858,33,26,7
31,1426,31,46,4
32,576,24,24,8
33,1320,30,44,3
34,756,28,27,4
35,611,13,47,7
36,378,21,18,7
37,1066,26,41,1
38,1232,44,28,2
39,1496,34,44,4
40,308,22,14,23
41,726,33,22,5
42,800,40,20,9
43,837,31,27,1
44,1260,36,35,2
45,609,29,21,2
46,608,38,16,4
47,516,12,43,9
48,888,24,37,4
49,1058,46,23,1
