ID,PROFIT,WIDTH,HEIGHT,COPIES
0,368,16,23,19
1,280,28,10,9
2,1728,36,48,1
3,792,44,18,1
4,576,16,36,6
5,481,37,13,7
6,510,17,30,10
7,1960,49,40,2
8,621,27,23,7
9,306,18,17,18
10,460,10,46,7
11,1292,34,38,3
12,658,14,47,5
13,220,10,22,39
14,1440,40,36,2
15,1406,38,37,1
16,529,23,23,10
17,1056,22,48,7
18,1748,46,38,1
19,588,49,12,7
20,1287,39,33,1
21,408,34,12,1
22,630,18,35,7
23,624,24,26,4
24,748,17,44,6
25,936,26,36,6
26,736,16,46,12
27,868,31,28,2
28,380,10,38,9
29,320,20,16,26
30,363,33,11,12
31,481,37,13,1
32,120,12,10,21
33,1080,30,36,2
34,748,44,17,4
35,640,40,16,11
36,1242,27,46,2
37,496,16,31,8
38,1932,42,46,2
39,435,29,15,14
40,1656,46,36,2
41,200,20,10,24
42,615,15,41,1
43,400,20,20,2
44,798,42,19,8
45,2070,46,45,2
46,735,49,15,5
47,544,34,16,10
48,696,29,24,12
49,1296,48,27,6
