ID,PROFIT,WIDTH,HEIGHT,COPIES
0,720,48,15,7
1,957,29,33,8
2,496,31,16,14
3,1092,28,39,1
4,720,48,15,9
5,1160,29,40,2
6,1763,43,41,3
7,450,18,25,8
8,774,18,43,3
9,182,14,13,19
10,437,19,23,14
11,630,30,21,6
12,1935,45,43,4
13,825,33,25,10
14,702,26,27,6
15,814,22,37,4
16,686,49,14,6
17,1813,37,49,2
18,817,19,43,9
19,874,23,38,1
20,312,13,24,17
21,800,40,20,8
22,1763,43,41,1
23,705,15,47,9
24,527,31,17,12
25,1935,43,45,2
26,407,37,11,8
27,1178,38,31,2
28,1344,48,28,4
29,840,28,30,4
30,738,41,18,9
31,648,24,27,5
32,884,34,26,3
33,442,13,34,10
34,658,47,14,3
35,945,45,21,8
36,405,27,15,5
37,405,27,15,4
38,1677,43,39,3
39,615,15,41,10
40,403,13,31,3
41,1295,37,35,1
42,414,18,23,9
43,1728,48,36,3
44,420,35,12,2
45,1560,39,40,2
46,720,18,40,9
47,551,29,19,1
48,1872,48,39,1
49,1760,44,40,1
