ID,PROFIT,WIDTH,HEIGHT,COPIES
0,429,39,11,6
1,646,19,34,10
2,234,13,18,34
3,814,22,37,8
4,560,35,16,5
5,440,11,40,17
6,759,33,23,11
7,825,25,33,3
8,496,16,31,10
9,1680,40,42,4
10,902,22,41,3
11,561,17,33,3
12,460,10,46,2
13,560,20,28,10
14,880,20,44,1
15,756,27,28,4
16,1457,47,31,3
17,600,24,25,4
18,608,19,32,1
19,990,30,33,4
20,504,24,21,15
21,765,17,45,9
22,868,31,28,4
23,1505,35,43,3
24,943,41,23,8
25,1056,33,32,3
26,1584,48,33,1
27,448,28,16,8
28,875,35,25,1
29,504,14,36,12
30,360,12,30,11
31,504,28,18,14
32,880,44,20,9
33,880,22,40,6
34,846,47,18,2
35,928,29,32,8
36,943,23,41,3
37,294,14,21,1
38,660,44,15,7
39,540,12,45,10
40,1376,43,32,2
41,544,17,32,13
42,779,41,19,7
43,825,25,33,6
44,483,23,21,4
45,1488,48,31,3
46,437,19,23,16
47,513,19,27,6
48,861,41,21,2
49,1804,44,41,4
