ID,PROFIT,WIDTH,HEIGHT,COPIES
0,741,39,19,8
1,1215,45,27,5
2,340,34,10,2
3,792,24,33,9
4,1330,38,35,2
5,936,39,24,5
6,1935,43,45,2
7,644,46,14,14
8,420,21,20,15
9,656,16,41,8
10,132,11,12,12
11,345,23,15,12
12,1840,46,40,3
13,1426,46,31,3
14,1748,46,38,3
15,1428,34,42,2
16,561,17,33,2
17,1260,35,36,2
18,192,12,16,39
19,693,33,21,3
20,462,14,33,2
21,160,10,16,2
22,255,15,17,9
23,290,29,10,22
24,546,13,42,11
25,216,12,18,18
26,350,14,25,15
27,595,35,17,3
28,276,12,23,8
29,792,22,36,5
30,672,21,32,6
31,1280,40,32,2
32,494,19,26,15
33,216,18,12,13
34,624,16,39,9
35,1200,40,30,5
36,434,14,31,20
37,903,21,43,8
38,350,35,10,20
39,180,10,18,2
40,525,35,15,1
41,588,12,49,13
42,1518,46,33,2
43,1012,22,46,2
44,539,11,49,5
45,992,31,32,3
46,506,11,46,10
47,833,17,49,7
48,378,14,27,17
49,360,30,12,10
