ID,PROFIT,WIDTH,HEIGHT,COPIES
0,340,17,20,23
1,516,12,43,6
2,338,13,26,6
3,180,15,12,24
4,828,18,46,5
5,551,29,19,3
6,476,28,17,3
7,1080,24,45,1
8,760,20,38,2
9,220,22,10,11
10,465,15,31,7
11,392,14,28,1
12,693,33,21,2
13,1598,34,47,1
14,176,16,11,48
15,1296,36,36,3
16,1665,37,45,1
17,725,25,29,10
18,1568,32,49,2
19,720,24,30,6
20,180,18,10,25
21,736,32,23,5
22,782,46,17,8
23,483,21,23,1
24,987,21,47,3
25,396,22,18,9
26,322,14,23,11
27,520,20,26,10
28,240,24,10,18
29,1980,45,44,1
30,2016,42,48,4
31,1530,45,34,1
32,1462,43,34,2
33,924,22,42,3
34,768,16,48,10
35,1258,37,34,1
36,132,11,12,5
37,957,33,29,7
38,476,17,28,10
39,812,29,28,3
40,420,35,12,6
41,1269,27,47,6
42,658,47,14,13
43,1221,37,33,2
44,868,31,28,5
45,1140,30,38,4
46,238,14,17,23
47,684,19,36,1
48,375,25,15,19
49,640,32,20,8
