ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1170,45,26,6
1,1665,45,37,1
2,1225,35,35,4
3,966,23,42,7
4,540,12,45,10
5,1334,46,29,5
6,432,12,36,3
7,1786,38,47,1
8,1786,47,38,3
9,544,32,17,13
10,528,16,33,9
11,533,41,13,5
12,782,23,34,8
13,630,21,30,10
14,363,11,33,23
15,1152,36,32,6
16,2205,45,49,3
17,592,37,16,9
18,266,19,14,29
19,330,15,22,12
20,300,12,25,7
21,380,20,19,17
22,1763,43,41,1
23,430,43,10,12
24,572,13,44,6
25,1512,42,36,4
26,756,18,42,8
27,110,11,10,30
28,1620,36,45,2
29,616,44,14,5
30,1102,29,38,5
31,832,32,26,2
32,836,38,22,8
33,1386,33,42,6
34,2160,48,45,3
35,330,33,10,22
36,1395,45,31,2
37,1127,49,23,8
38,290,29,10,12
39,1715,35,49,1
40,1056,32,33,6
41,220,22,10,35
42,1748,38,46,3
43,1932,46,42,4
44,341,31,11,3
45,552,12,46,5
46,615,15,41,6
47,368,16,23,23
48,1292,34,38,1
49,204,12,17,4
