ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1470,42,35,3
1,992,32,31,4
2,1488,48,31,3
3,4209,69,61,3
4,999,27,37,1
5,1600,64,25,1
6,3465,55,63,2
7,1872,39,48,3
8,3050,61,50,4
9,2394,38,63,2
10,2132,41,52,4
11,3286,53,62,3
12,2205,49,45,4
13,1760,40,44,3
14,2160,40,54,1
15,3060,45,68,2
16,1716,39,44,1
17,1960,56,35,1
18,1400,28,50,1
19,2622,57,46,2
20,1155,35,33,4
21,3233,53,61,4
22,1404,52,27,1
23,3068,59,52,1
24,3780,63,60,4
25,1189,29,41,4
26,4970,70,71,1
27,2379,61,39,2
28,1768,26,68,4
29,1725,25,69,4
30,1856,58,32,4
31,1932,69,28,4
32,2010,30,67,1
33,1584,44,36,1
34,3591,57,63,2
35,1792,32,56,1
36,4234,58,73,4
37,3358,46,73,1
38,1175,47,25,1
39,2565,57,45,2
40,1890,70,27,4
41,960,32,30,2
42,3552,48,74,3
43,4071,69,59,4
44,3618,54,67,2
45,962,26,37,2
46,2784,48,58,4
47,1728,64,27,1
48,2117,73,29,4
49,2067,39,53,2
