ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2288,44,52,3
1,2520,60,42,1
2,4104,57,72,1
3,2336,32,73,3
4,3621,71,51,2
5,4488,66,68,2
6,2881,67,43,2
7,3306,57,58,2
8,1836,27,68,2
9,2268,54,42,4
10,1156,34,34,3
11,3102,66,47,3
12,2108,34,62,1
13,2924,68,43,1
14,1995,57,35,2
15,1170,30,39,3
16,2009,41,49,1
17,1645,47,35,4
18,3762,66,57,2
19,1053,39,27,1
20,2232,62,36,3
21,3016,58,52,1
22,2736,57,48,2
23,2806,61,46,3
24,1476,41,36,2
25,2296,41,56,1
26,2891,49,59,3
27,1312,32,41,2
28,3894,66,59,1
29,1640,41,40,3
30,1456,28,52,2
31,2856,56,51,3
32,1148,28,41,2
33,2580,60,43,3
34,2014,53,38,2
35,1320,44,30,1
36,2173,53,41,3
37,3450,69,50,2
38,1485,27,55,4
39,3996,54,74,4
40,2173,53,41,4
41,2412,36,67,1
42,4088,73,56,3
43,2405,37,65,3
44,2773,59,47,4
45,2601,51,51,4
46,1610,46,35,1
47,3540,60,59,4
48,3886,58,67,1
49,2135,61,35,3
