ID,PROFIT,WIDTH,HEIGHT,COPIES
0,3796,73,52,1
1,1260,42,30,2
2,775,25,31,2
3,1943,67,29,3
4,3196,68,47,4
5,2592,48,54,1
6,2769,71,39,2
7,1254,33,38,4
8,3445,53,65,2
9,3591,63,57,4
10,910,26,35,2
11,1378,26,53,4
12,3942,54,73,4
13,3723,51,73,2
14,2668,58,46,3
15,1677,43,39,3
16,1144,44,26,4
17,2703,53,51,2
18,1680,30,56,1
19,1269,47,27,3
20,1116,31,36,4
21,1652,59,28,2
22,2440,40,61,4
23,3969,63,63,2
24,1624,56,29,2
25,3053,71,43,4
26,2400,60,40,2
27,1798,31,58,1
28,2835,45,63,3
29,1860,60,31,1
30,2065,35,59,2
31,1504,32,47,4
32,5328,74,72,1
33,1806,42,43,1
34,2744,56,49,2
35,2709,63,43,1
36,2343,71,33,1
37,2112,44,48,3
38,952,28,34,1
39,3450,50,69,3
40,1610,35,46,1
41,3360,70,48,4
42,2200,50,44,4
43,1426,46,31,3
44,2112,33,64,3
45,2100,60,35,1
46,3380,65,52,1
47,1118,26,43,2
48,3886,67,58,4
49,2312,68,34,1
