ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2132,52,41,4
1,2310,70,33,2
2,2650,50,53,1
3,2310,42,55,3
4,1161,43,27,4
5,3528,49,72,4
6,2816,64,44,4
7,3072,48,64,3
8,2070,30,69,4
9,960,30,32,4
10,2394,57,42,2
11,2904,44,66,3
12,3233,61,53,3
13,2624,64,41,2
14,1120,35,32,1
15,1170,30,39,2
16,2623,43,61,4
17,3723,73,51,3
18,2470,65,38,3
19,2024,46,44,3
20,4002,69,58,1
21,992,32,31,3
22,1287,39,33,1
23,4485,69,65,4
24,1656,36,46,4
25,3195,45,71,4
26,2275,35,65,3
27,2130,71,30,3
28,5329,73,73,1
29,2146,29,74,2
30,1073,37,29,2
31,2184,42,52,3
32,2016,32,63,3
33,1539,27,57,1
34,2419,41,59,4
35,1350,25,54,3
36,2613,39,67,3
37,2709,43,63,4
38,1653,29,57,2
39,2491,53,47,3
40,3256,74,44,4
41,1485,55,27,4
42,3192,56,57,4
43,1932,42,46,2
44,2255,55,41,2
45,3604,53,68,4
46,4760,68,70,4
47,1947,59,33,4
48,1404,27,52,1
49,1591,43,37,3
