ID,PROFIT,WIDTH,HEIGHT,COPIES
0,4690,67,70,1
1,3304,56,59,3
2,2156,44,49,2
3,2860,52,55,4
4,2915,55,53,2
5,3570,51,70,2
6,1440,30,48,1
7,1798,31,58,2
8,3640,70,52,1
9,1102,29,38,3
10,2146,29,74,1
11,3498,66,53,2
12,3604,53,68,1
13,3111,61,51,2
14,3150,50,63,2
15,2574,39,66,1
16,2301,39,59,4
17,2856,51,56,4
18,1508,52,29,2
19,1728,54,32,2
20,1968,41,48,4
21,1296,27,48,4
22,1599,41,39,2
23,3723,51,73,2
24,1350,30,45,3
25,1431,53,27,3
26,3150,50,63,3
27,1624,56,29,3
28,945,35,27,3
29,675,27,25,2
30,2145,55,39,3
31,1196,46,26,4
32,2916,54,54,1
33,2124,36,59,2
34,3182,74,43,4
35,675,27,25,4
36,3055,47,65,3
37,1240,31,40,1
38,3944,58,68,3
39,2684,61,44,3
40,1564,34,46,3
41,4352,64,68,1
42,3330,74,45,3
43,2145,65,33,3
44,3445,65,53,1
45,4032,63,64,4
46,2790,45,62,2
47,4047,57,71,1
48,3024,42,72,1
49,988,26,38,1
