ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1612,26,62,1
1,960,30,32,4
2,1690,65,26,3
3,1248,32,39,2
4,2520,63,40,4
5,4824,67,72,3
6,1980,60,33,3
7,2816,64,44,1
8,2343,71,33,1
9,2695,49,55,2
10,2352,48,49,1
11,1736,31,56,4
12,858,33,26,3
13,1400,35,40,3
14,1972,68,29,4
15,3538,58,61,2
16,1250,50,25,4
17,2205,63,35,1
18,3192,57,56,3
19,2860,44,65,4
20,1085,31,35,1
21,2597,49,53,1
22,3520,64,55,3
23,2173,41,53,3
24,1980,44,45,2
25,3650,73,50,3
26,5328,74,72,2
27,1769,29,61,1
28,4410,63,70,1
29,1736,62,28,2
30,2074,61,34,2
31,2015,65,31,4
32,4514,74,61,2
33,4410,63,70,1
34,1408,44,32,3
35,2862,54,53,1
36,2184,52,42,1
37,2408,56,43,1
38,2394,63,38,3
39,2332,44,53,3
40,1360,40,34,1
41,4380,73,60,2
42,2380,70,34,2
43,3445,65,53,2
44,3744,72,52,4
45,2024,44,46,2
46,3328,64,52,4
47,1815,55,33,1
48,775,31,25,3
49,2196,61,36,4
