ID,PROFIT,WIDTH,HEIGHT,COPIES
0,3422,59,58,3
1,1312,41,32,1
2,2496,48,52,1
3,1564,46,34,2
4,1960,40,49,1
5,1364,44,31,1
6,1066,41,26,2
7,4355,65,67,4
8,1716,26,66,4
9,1989,51,39,3
10,2176,34,64,4
11,3182,74,43,4
12,2856,51,56,4
13,2904,66,44,4
14,5040,70,72,4
15,2112,66,32,3
16,2201,31,71,4
17,3124,44,71,2
18,5032,68,74,1
19,1352,26,52,2
20,3096,72,43,3
21,675,25,27,2
22,3990,57,70,1
23,1820,52,35,1
24,1998,54,37,3
25,2948,67,44,3
26,1665,37,45,1
27,2655,59,45,2
28,4118,71,58,1
29,1696,32,53,4
30,2088,58,36,2
31,2584,38,68,2
32,1960,70,28,3
33,4060,70,58,2
34,4104,57,72,1
35,3195,45,71,4
36,2160,48,45,1
37,4092,66,62,1
38,3024,63,48,3
39,4104,72,57,4
40,3640,52,70,2
41,1950,65,30,3
42,2773,59,47,4
43,2809,53,53,2
44,3657,53,69,4
45,1394,41,34,4
46,2262,58,39,4
47,2072,28,74,3
48,2146,74,29,3
49,1725,69,25,4
