ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1710,30,57,4
1,1520,40,38,3
2,3888,72,54,1
3,1978,43,46,4
4,1815,33,55,1
5,2460,41,60,2
6,3050,61,50,3
7,2788,41,68,2
8,1653,57,29,1
9,4060,70,58,2
10,4745,65,73,3
11,676,26,26,2
12,2600,52,50,2
13,2881,67,43,1
14,924,28,33,3
15,2475,55,45,2
16,3283,67,49,3
17,780,26,30,2
18,1716,26,66,3
19,2112,66,32,2
20,3828,66,58,1
21,1947,33,59,4
22,4140,69,60,1
23,2808,39,72,2
24,2220,74,30,1
25,1734,34,51,3
26,2244,44,51,4
27,4672,73,64,3
28,1480,40,37,3
29,1700,50,34,1
30,2088,36,58,1
31,2613,67,39,2
32,2263,73,31,3
33,1936,44,44,3
34,1260,36,35,1
35,2736,48,57,1
36,2565,57,45,1
37,924,28,33,4
38,1675,67,25,3
39,2074,61,34,4
40,2970,45,66,1
41,1755,27,65,1
42,3186,54,59,2
43,2590,70,37,2
44,3186,54,59,2
45,2304,72,32,4
46,1271,41,31,4
47,2077,31,67,4
48,2706,66,41,3
49,4402,71,62,4
